,DateOfDeparture,Departure,Arrival,WeeksToDeparture,std_wtd,Days_to_departure,DateBooked,route_mean,year,day,n_days,day_mean,week_mean,month_mean,oil_stock_price,oil_stock_volume,AAL_stock_price,AAL_stock_volume,SP_stock_price,SP_stock_volume
1284,2012-03-08,ATL,PHL,7.8,8.37683881732,55.0,2012-01-13,11.263704615178002,2012,8,15407,11.358502294210167,10.798397162846332,10.946436196374783,106.580002,279597.0,6.96,5180700.0,1365.910034,3543060000.0
1285,2012-08-02,MSP,ORD,12.083333333299999,8.0104098938,85.0,2012-05-09,11.611103856380172,2012,2,15554,11.358502294210167,11.040663264060587,11.094082010757203,87.129997,302698.0,10.68,6665600.0,1365.0,4193740000.0
1286,2013-01-11,LAS,JFK,15.2580645161,11.1623406803,107.0,2012-09-26,10.801480383750057,2013,11,15716,11.22139005929782,11.015053950391367,10.834783842972453,93.559998,257821.0,14.78,4829400.0,1472.050049,3340650000.0
1287,2012-03-09,LGA,ORD,12.565217391300001,9.82032255977,88.0,2011-12-12,12.764698391986366,2012,9,15408,11.22139005929782,10.798397162846332,10.946436196374783,107.400002,292694.0,7.03,4508100.0,1370.869995,3639470000.0
1288,2012-11-28,SFO,ATL,12.1818181818,12.207087572899999,85.0,2012-09-04,10.46238205602205,2012,28,15672,11.22214793333977,11.006154272408493,10.939109824172244,86.489998,249744.0,12.97,4663100.0,1409.930054,3359250000.0
1289,2012-12-05,SFO,ORD,12.0,11.401754251,84.0,2012-09-12,11.719064740843187,2012,5,15679,11.22214793333977,11.077289722291233,10.604161937131613,87.879997,220850.0,12.11,6484300.0,1409.280029,4253920000.0
1290,2012-07-30,PHX,DEN,10.3157894737,7.51334096109,72.0,2012-05-19,10.78956729812696,2012,30,15551,11.316519450921993,11.040663264060587,10.985364033491773,89.779999,191095.0,11.29,4354100.0,1385.300049,3212060000.0
1291,2012-08-29,PHX,DEN,10.8947368421,8.65316086655,76.0,2012-06-14,10.78956729812696,2012,29,15581,11.22214793333977,10.791054695489867,11.094082010757203,95.489998,185887.0,10.45,5761100.0,1410.48999,2571220000.0
1292,2012-01-22,BOS,LGA,4.0,2.73861278753,28.0,2011-12-25,11.168998167620973,2012,22,15361,10.812631154580547,10.92668554075603,10.834783842972453,99.20666766666668,260968.66666666663,6.296666666666668,6273033.333333334,1315.793335,3818146666.6666665
1293,2012-04-02,SFO,DFW,9.27777777778,6.63152502695,65.0,2012-01-28,10.861924746306206,2012,2,15432,11.316519450921993,10.722627051315062,11.087010832810972,105.230003,278097.0,7.47,7355100.0,1419.040039,3572010000.0
1294,2013-01-03,LAX,JFK,17.611111111099998,12.2714017776,123.0,2012-09-02,13.011296273384213,2013,3,15708,11.358502294210167,10.3432774396269,10.834783842972453,92.919998,189812.0,13.66,5398400.0,1459.369995,3829730000.0
1295,2011-11-24,LAX,IAH,12.4285714286,8.358058557889999,87.0,2011-08-29,10.515096499914817,2011,24,15302,11.358502294210167,10.183349832740886,10.939109824172244,96.57799820000001,289106.2,4.01,3930300.0,1160.2300415,2731570000.0
1296,2012-03-27,DEN,LAX,12.4545454545,9.6447729378,87.0,2011-12-31,11.049831201351187,2012,27,15426,11.08030191144073,11.075628784858011,10.946436196374783,107.330002,209036.0,7.56,4731600.0,1412.52002,3513640000.0
1297,2012-01-17,EWR,BOS,10.0526315789,7.93356921365,70.0,2011-11-08,10.538474148674156,2012,17,15356,11.08030191144073,10.92668554075603,10.834783842972453,100.709999,341887.0,5.88,3941400.0,1293.670044,4010490000.0
1298,2012-11-29,EWR,LAX,12.619047619000002,11.2448930207,88.0,2012-09-02,10.598158672237826,2012,29,15673,11.358502294210167,11.006154272408493,10.939109824172244,88.07,270030.0,13.0,4453200.0,1415.949951,3356850000.0
1299,2012-12-04,SFO,BOS,10.1904761905,8.195236711769999,71.0,2012-09-24,11.099965440200052,2012,4,15678,11.08030191144073,11.077289722291233,10.604161937131613,88.5,206265.0,12.38,5775300.0,1407.050049,3247710000.0
1300,2012-09-16,DFW,LGA,9.0,7.325753658610001,63.0,2012-07-15,11.157526802732253,2012,16,15599,10.812631154580547,11.28225526213691,11.163943762320724,97.41333533333334,296114.0,10.55,11550200.0,1462.7166339999999,4002283333.3333335
1301,2012-03-16,ATL,DFW,10.714285714299999,7.59699188589,75.0,2012-01-01,11.554773544068748,2012,16,15415,11.22139005929782,11.11947253078815,10.946436196374783,107.059998,192992.0,7.15,6904300.0,1404.170044,5163950000.0
1302,2011-11-09,ORD,EWR,9.86363636364,6.950816701210001,69.0,2011-09-01,11.356682693014116,2011,9,15287,11.22214793333977,11.170595240758693,10.939109824172244,95.739998,445712.0,5.05,4424000.0,1229.099976,4659740000.0
1303,2012-03-10,JFK,MCO,14.3,10.0177428802,100.0,2011-12-01,10.394299222373727,2012,10,15409,9.963934488212162,10.798397162846332,10.946436196374783,107.04666666666668,273371.66666666674,6.9833333333333325,4766200.0,1370.9433186666668,3453603333.333333
1304,2013-01-03,JFK,SFO,19.9487179487,12.936990453599998,140.0,2012-08-16,12.18794616982222,2013,3,15708,11.358502294210167,10.3432774396269,10.834783842972453,92.919998,189812.0,13.66,5398400.0,1459.369995,3829730000.0
1305,2012-09-14,ORD,LAS,15.517241379300001,10.9662491623,109.0,2012-05-28,10.678535550960103,2012,14,15597,11.22139005929782,11.28225526213691,11.163943762320724,99.0,271794.0,10.53,13641000.0,1465.77002,5041990000.0
1306,2011-09-21,MSP,DEN,8.0625,5.79043751945,56.0,2011-07-27,10.45641239986647,2011,21,15238,11.22214793333977,11.334901909539196,11.163943762320724,85.91999799999998,298905.0,5.85,9122200.0,1166.76001,4728550000.0
1307,2012-11-27,LAX,ATL,12.826086956500001,10.99442906,90.0,2012-08-29,11.28842519213148,2012,27,15671,11.08030191144073,11.006154272408493,10.939109824172244,87.18,210470.0,12.72,4426600.0,1398.939941,3323120000.0
1308,2012-08-14,SFO,JFK,20.525,13.155845926900001,144.0,2012-03-23,12.18794616982222,2012,14,15566,11.08030191144073,11.065551587916083,11.094082010757203,93.43,200411.0,10.12,4193700.0,1403.930054,2930900000.0
1309,2012-07-14,BOS,PHL,5.72727272727,4.383854675759999,40.0,2012-06-04,10.542159559803489,2012,14,15535,9.963934488212162,11.11761174600949,10.985364033491773,87.54333199999999,248260.0,14.33,7520233.333333332,1355.7333576666667,3096193333.333333
1310,2012-05-30,ATL,DEN,10.7368421053,9.17631071633,75.0,2012-03-16,10.365238592134293,2012,30,15490,11.22214793333977,11.176222933263793,11.218334523700626,87.82,297197.0,12.69,8895400.0,1313.319946,3534290000.0
1311,2012-09-13,SFO,LAS,17.1515151515,11.391118283900001,120.0,2012-05-16,10.769626214381173,2012,13,15596,11.358502294210167,11.28225526213691,11.163943762320724,98.309998,291055.0,11.25,8627500.0,1459.98999,4606550000.0
1312,2012-05-03,MIA,JFK,12.44,8.067837380610001,87.0,2012-02-06,10.363358350662882,2012,3,15463,11.358502294210167,11.292406234578175,11.218334523700626,102.540001,316883.0,10.71,11508500.0,1391.569946,4004910000.0
1313,2012-10-20,DFW,LAX,18.21875,12.440138924100001,128.0,2012-06-14,11.548423678128142,2012,20,15633,9.963934488212162,11.39059672860385,11.243521482329156,89.610003,174338.66666666663,11.62,4097766.666666666,1433.399942666667,3655520000.0
1314,2013-01-20,MIA,ATL,14.1923076923,10.8296601268,99.0,2012-10-13,10.567745542102283,2013,20,15725,10.812631154580547,10.92668554075603,10.834783842972453,95.899998,177470.0,14.645,5909050.0,1489.2700195,3683345000.0
1315,2011-11-23,ORD,DEN,11.0476190476,8.32151542975,77.0,2011-09-07,10.737025430423813,2011,23,15301,11.22214793333977,10.183349832740886,10.939109824172244,96.169998,283449.0,4.0,4176800.0,1161.790039,3798940000.0
1316,2013-01-05,ATL,ORD,20.1875,15.3590101748,141.0,2012-08-17,11.300291087291518,2013,5,15710,9.963934488212162,10.3432774396269,10.834783842972453,93.12333133333334,195928.66666666663,14.766666666666667,9942400.0,1464.943319,3384516666.6666665
1317,2013-01-14,DFW,PHL,6.923076923080001,5.18750965399,48.0,2012-11-27,10.201987103765548,2013,14,15719,11.316519450921993,10.92668554075603,10.834783842972453,94.139999,248600.0,14.67,5978000.0,1470.680054,3003010000.0
1318,2013-01-14,LAX,JFK,16.0967741935,12.4347760701,113.0,2012-09-23,13.011296273384213,2013,14,15719,11.316519450921993,10.92668554075603,10.834783842972453,94.139999,248600.0,14.67,5978000.0,1470.680054,3003010000.0
1319,2012-11-25,ORD,LGA,12.5217391304,9.96297493549,88.0,2012-08-29,12.764698391986366,2012,25,15669,10.812631154580547,10.183349832740886,10.939109824172244,87.6679978,169470.4,12.78,5472000.0,1407.243367333333,2467626666.6666665
1320,2013-01-30,ATL,PHL,7.8125,7.129457669880001,55.0,2012-12-06,11.263704615178002,2013,30,15735,11.22214793333977,10.82938677099014,10.834783842972453,97.940002,211277.0,14.3,4873200.0,1501.959961,3726810000.0
1321,2012-04-27,JFK,SFO,15.833333333299999,10.926346940799998,111.0,2012-01-07,12.18794616982222,2012,27,15457,11.22139005929782,11.1834479631972,11.087010832810972,104.93,182104.0,10.31,12075900.0,1403.359985,3645830000.0
1322,2012-09-04,SEA,SFO,14.2857142857,9.69481397395,100.0,2012-05-27,11.150830682408078,2012,4,15587,11.08030191144073,11.049449450925882,11.163943762320724,95.300003,256147.0,10.45,4713400.0,1404.939941,3200310000.0
1323,2012-09-05,DEN,ATL,12.0454545455,8.74766511828,84.0,2012-06-13,10.365238592134297,2012,5,15588,11.22214793333977,11.049449450925882,11.163943762320724,95.360001,233044.0,11.22,8286800.0,1403.439941,3389110000.0
1324,2012-05-26,ORD,LGA,11.7272727273,8.82734829505,82.0,2012-03-05,12.764698391986366,2012,26,15486,9.963934488212162,11.091591872232252,11.218334523700626,90.83500125,181081.25,12.38,8042875.0,1321.4699705,3014905000.0
1325,2012-01-27,LAS,JFK,10.857142857100001,7.45174955487,76.0,2011-11-12,10.801480383750057,2012,27,15366,11.22139005929782,10.81796674591105,10.834783842972453,99.559998,253456.0,8.18,10372800.0,1316.329956,4007380000.0
1326,2013-02-21,EWR,SFO,6.25,5.08339542933,44.0,2013-01-08,10.666464809115547,2013,21,15757,11.358502294210167,10.950214127109582,10.92646600267858,92.839996,286434.0,13.37,11922100.0,1502.420044,4274600000.0
1327,2011-12-27,LAX,LAS,16.3823529412,11.523400976,115.0,2011-09-03,11.43146043384835,2011,27,15335,11.08030191144073,9.832669288766573,10.604161937131613,101.339996,124238.0,5.4,3968800.0,1265.430054,2130590000.0
1328,2012-04-19,LGA,ORD,10.2380952381,8.20917024982,72.0,2012-02-07,12.764698391986366,2012,19,15449,11.358502294210167,11.265280556839812,11.087010832810972,102.269997,91398.0,9.51,31291800.0,1376.920044,4180020000.0
1329,2012-03-18,LAX,DFW,15.7666666667,10.772517182,110.0,2011-11-29,11.548423678128142,2012,18,15417,10.812631154580547,11.11947253078815,10.946436196374783,107.74666333333332,137899.33333333337,7.176666666666668,5160633.333333333,1407.890014666667,4343030000.0
1330,2012-03-18,ORD,PHX,11.2857142857,8.63795610745,79.0,2011-12-30,10.420333156365,2012,18,15417,10.812631154580547,11.11947253078815,10.946436196374783,107.74666333333332,137899.33333333337,7.176666666666668,5160633.333333333,1407.890014666667,4343030000.0
1331,2012-09-05,MSP,ATL,13.72,11.9809571126,96.0,2012-06-01,10.585135004760662,2012,5,15588,11.22214793333977,11.049449450925882,11.163943762320724,95.360001,233044.0,11.22,8286800.0,1403.439941,3389110000.0
1332,2013-03-04,LAX,ATL,9.42105263158,8.49389185417,66.0,2012-12-28,11.28842519213148,2013,4,15768,11.316519450921993,10.798397162846332,10.946436196374783,90.120003,231108.0,13.9,8174800.0,1525.199951,3414430000.0
1333,2011-11-25,DEN,ATL,9.63157894737,6.44817395612,67.0,2011-09-19,10.365238592134297,2011,25,15303,11.22139005929782,10.183349832740886,10.939109824172244,96.9859984,294763.4,4.02,3683800.0,1158.670044,1664200000.0
1334,2012-03-25,ORD,PHL,8.11764705882,5.24264190248,57.0,2012-01-28,11.179789926104196,2012,25,15424,10.812631154580547,11.156500327928116,10.946436196374783,106.97666699999999,194940.3333333333,7.67,5748366.666666668,1410.043335,3542283333.333333
1335,2012-01-27,SFO,EWR,13.173913043499999,11.2478368584,92.0,2011-10-27,10.666464809115553,2012,27,15366,11.22139005929782,10.81796674591105,10.834783842972453,99.559998,253456.0,8.18,10372800.0,1316.329956,4007380000.0
1336,2011-11-10,LAS,LAX,13.518518518499999,10.2708338751,95.0,2011-08-07,11.431460433848352,2011,10,15288,11.358502294210167,11.170595240758693,10.939109824172244,97.779999,347730.0,4.85,7302900.0,1239.699951,4002760000.0
1337,2012-09-21,LAX,SEA,11.833333333299999,9.27674355658,83.0,2012-06-30,11.076071892066686,2012,21,15604,11.22139005929782,11.334901909539196,11.163943762320724,92.889999,181036.0,10.67,6524500.0,1460.150024,4833870000.0
1338,2012-03-05,LAS,JFK,12.173913043499999,11.2962269401,85.0,2011-12-11,10.801480383750057,2012,5,15404,11.316519450921993,10.798397162846332,10.946436196374783,106.720001,237450.0,6.99,15562100.0,1364.329956,3429480000.0
1339,2012-03-19,DFW,LAX,12.75,10.8837733227,89.0,2011-12-21,11.548423678128142,2012,19,15418,11.316519450921993,11.156500327928116,10.946436196374783,108.089996,110353.0,7.19,4288800.0,1409.75,3932570000.0
1340,2011-12-08,SFO,BOS,10.75,8.570911638550001,75.0,2011-09-24,11.099965440200052,2011,8,15316,11.358502294210167,11.077289722291233,10.604161937131613,98.339996,340677.0,5.34,6581700.0,1234.349976,4298370000.0
1341,2012-07-19,ATL,EWR,8.42105263158,6.0765102327100005,59.0,2012-05-21,10.729148967478128,2012,19,15540,11.358502294210167,11.270802398154027,10.985364033491773,92.660004,102928.0,12.5,13748800.0,1376.51001,4043360000.0
1342,2012-07-06,SFO,BOS,11.4782608696,7.506782177210001,80.0,2012-04-17,11.099965440200052,2012,6,15527,11.22139005929782,10.32594916757868,10.985364033491773,84.449997,296204.0,13.87,11326900.0,1354.680054,2745140000.0
1343,2013-02-12,LAX,SEA,12.083333333299999,9.41283428492,85.0,2012-11-19,11.076071892066686,2013,12,15748,11.08030191144073,10.900269531282103,10.92646600267858,97.510002,239796.0,14.27,8126000.0,1519.430054,3414370000.0
1344,2012-02-27,ATL,BOS,11.1818181818,10.0410413216,78.0,2011-12-11,10.916253991574973,2012,27,15397,11.316519450921993,10.957974283232332,10.92646600267858,108.559998,277597.0,7.0,8458200.0,1367.589966,3648890000.0
1345,2013-01-10,SFO,JFK,21.7441860465,13.6453254219,152.0,2012-08-11,12.18794616982222,2013,10,15715,11.358502294210167,11.015053950391367,10.834783842972453,93.82,279295.0,15.14,5248800.0,1472.119995,4081840000.0
1346,2011-09-30,LGA,CLT,11.380952380999998,8.42304096201,80.0,2011-07-12,10.773446264218554,2011,30,15247,11.22139005929782,11.254785605103002,11.163943762320724,79.199997,367957.0,5.5,8429500.0,1131.420044,4416790000.0
1347,2011-10-15,EWR,SFO,13.28,8.99777750336,93.0,2011-07-14,10.666464809115547,2011,15,15262,9.963934488212162,11.347075783287751,11.243521482329156,86.66000100000002,258996.66666666663,5.9766666666666675,6496200.0,1216.673299,4178026666.6666665
1348,2011-11-10,PHL,ATL,11.333333333299999,8.44762208202,79.0,2011-08-23,11.263704615178002,2011,10,15288,11.358502294210167,11.170595240758693,10.939109824172244,97.779999,347730.0,4.85,7302900.0,1239.699951,4002760000.0
1349,2012-04-20,LAS,JFK,14.357142857100001,11.538066741300002,100.0,2012-01-11,10.801480383750057,2012,20,15450,11.22139005929782,11.265280556839812,11.087010832810972,103.050003,225790.0,9.34,16056100.0,1378.530029,3833320000.0
1350,2012-03-03,LGA,ATL,6.07142857143,4.92191778937,43.0,2012-01-20,12.079662364900178,2012,3,15402,9.963934488212162,10.957974283232332,10.946436196374783,106.70666499999999,278926.0,7.416666666666668,10355833.333333334,1367.8633220000002,3332153333.333333
1351,2012-02-06,EWR,LAX,10.4444444444,8.985100230039999,73.0,2011-11-25,10.598158672237826,2012,6,15376,11.316519450921993,11.00443131601537,10.92646600267858,96.910004,257715.0,9.15,8942800.0,1344.329956,3379700000.0
1352,2012-10-28,DEN,PHX,8.555555555560002,5.43650214343,60.0,2012-08-29,10.78956729812696,2012,28,15641,10.812631154580547,11.265915207985424,11.243521482329156,86.26399860000002,212457.6,12.024000000000001,5456500.0,1412.0279782,3401790000.0
1353,2012-09-22,ATL,BOS,11.4285714286,8.54149535252,80.0,2012-07-04,10.916253991574973,2012,22,15605,9.963934488212162,11.334901909539196,11.163943762320724,92.56999933333334,183462.3333333333,10.616666666666667,6089966.666666668,1459.063354333333,4225553333.3333335
1354,2012-01-12,EWR,LAX,12.1052631579,11.6947031545,85.0,2011-10-19,10.598158672237826,2012,12,15351,11.358502294210167,11.015053950391367,10.834783842972453,99.099998,370509.0,6.05,16413400.0,1295.5,4019890000.0
1355,2012-02-16,ORD,PHL,9.647058823530001,8.69584079079,68.0,2011-12-10,11.179789926104196,2012,16,15386,11.358502294210167,10.900269531282103,10.92646600267858,102.309998,197307.0,9.1,6667600.0,1358.040039,4108880000.0
1356,2012-01-06,LGA,ORD,15.2592592593,13.087259196500002,107.0,2011-09-21,12.764698391986366,2012,6,15345,11.22139005929782,10.3432774396269,10.834783842972453,101.559998,290458.0,5.6,8323000.0,1277.810059,3656830000.0
1357,2012-10-20,ORD,LGA,12.125,8.093542783150001,85.0,2012-07-27,12.764698391986366,2012,20,15633,9.963934488212162,11.39059672860385,11.243521482329156,89.610003,174338.66666666663,11.62,4097766.666666666,1433.399942666667,3655520000.0
1358,2012-11-09,SFO,EWR,12.913043478299999,9.967734508169999,90.0,2012-08-11,10.666464809115553,2012,9,15653,11.22139005929782,11.170595240758693,10.939109824172244,86.07,322403.0,12.61,6560000.0,1379.849976,3647350000.0
1359,2011-09-11,ATL,MSP,10.6956521739,7.7250171085899995,75.0,2011-06-28,10.585135004760664,2011,11,15228,10.812631154580547,11.049449450925882,11.163943762320724,87.873334,353126.0,4.906666666666666,7788500.0,1159.5900066666666,4974490000.0
1360,2012-09-10,DFW,LAX,13.846153846199998,9.747583526980002,97.0,2012-06-05,11.548423678128142,2012,10,15593,11.316519450921993,11.28225526213691,11.163943762320724,96.540001,221996.0,12.0,9006400.0,1429.079956,3223670000.0
1361,2011-12-25,DFW,ORD,9.0,5.62731433871,63.0,2011-10-23,11.919009854416485,2011,25,15333,10.812631154580547,10.464456661769288,10.604161937131613,100.509998,109754.0,5.51,4479750.0,1265.380005,2182210000.0
1362,2013-02-20,ORD,DFW,9.1875,8.28024758084,64.0,2012-12-18,11.919009854416485,2013,20,15756,11.22214793333977,10.950214127109582,10.92646600267858,94.459999,338967.0,13.33,14725200.0,1511.949951,4240570000.0
1363,2012-12-29,DEN,DFW,11.0,9.29925752285,77.0,2012-10-13,11.035014235874439,2012,29,15703,9.963934488212162,9.832669288766573,10.604161937131613,91.140002,127424.33333333331,13.026666666666666,5176400.0,1410.350016333333,2685896666.6666665
1364,2011-09-09,LAX,ORD,12.7307692308,8.04267464123,89.0,2011-06-12,12.008992031240435,2011,9,15226,11.22139005929782,11.049449450925882,11.163943762320724,87.239998,349238.0,5.02,6297900.0,1154.22998,4586370000.0
1365,2012-12-22,SEA,LAX,14.851851851900001,11.7004395174,104.0,2012-09-09,11.076071892066686,2012,22,15696,9.963934488212162,10.464456661769288,10.604161937131613,89.1240038,172619.6,13.403333333333332,4440266.666666667,1428.986694,3902426666.666667
1366,2011-12-12,PHL,ORD,7.8125,5.3068352150800004,55.0,2011-10-18,11.179789926104196,2011,12,15320,11.316519450921993,11.019252156189332,10.604161937131613,97.769997,279146.0,5.63,6370200.0,1236.469971,3600570000.0
1367,2012-06-26,DEN,PHX,8.88235294118,6.73500513123,62.0,2012-04-25,10.78956729812696,2012,26,15517,11.08030191144073,11.222057961200905,11.240980190844223,79.360001,253304.0,12.88,8187700.0,1319.98999,3412940000.0
1368,2013-01-24,IAH,ORD,7.6875,5.0822403196499994,54.0,2012-12-01,10.714472079157837,2013,24,15729,11.358502294210167,10.81796674591105,10.834783842972453,95.949997,232035.0,14.67,7112300.0,1494.819946,3699430000.0
1369,2012-08-06,DFW,LGA,12.173913043499999,8.35383512315,85.0,2012-05-13,11.157526802732253,2012,6,15558,11.316519450921993,11.097547276215913,11.094082010757203,92.199997,194374.0,10.81,5529000.0,1394.22998,3122050000.0
1370,2012-12-05,DEN,LAX,9.72222222222,7.306770072260001,68.0,2012-09-28,11.049831201351187,2012,5,15679,11.22214793333977,11.077289722291233,10.604161937131613,87.879997,220850.0,12.11,6484300.0,1409.280029,4253920000.0
1371,2012-07-20,DEN,ATL,15.3076923077,13.675581832699999,107.0,2012-04-04,10.365238592134297,2012,20,15541,11.22139005929782,11.270802398154027,10.985364033491773,91.440002,249172.0,12.01,10048400.0,1362.660034,3925020000.0
1372,2012-07-07,PHL,ATL,9.055555555560002,6.197458893130001,63.0,2012-05-05,11.263704615178002,2012,7,15528,9.963934488212162,10.32594916757868,10.985364033491773,84.96333066666666,283103.0,13.743333333333332,10195866.666666666,1353.940023,2798380000.0
1373,2011-11-11,PHL,DFW,11.5714285714,8.64622130512,81.0,2011-08-22,10.201987103765553,2011,11,15289,11.22139005929782,11.170595240758693,10.939109824172244,98.989998,282786.0,5.01,5658900.0,1263.849976,3370180000.0
1374,2012-11-11,BOS,EWR,9.95,8.127115109310001,70.0,2012-09-02,10.538474148674158,2012,11,15655,10.812631154580547,11.170595240758693,10.939109824172244,85.73666666666666,294594.33333333326,12.396666666666668,6688066.666666668,1379.970011333333,2927476666.6666665
1375,2012-02-15,DFW,ORD,12.75,12.082501483800002,89.0,2011-11-18,11.919009854416485,2012,15,15385,11.22214793333977,10.900269531282103,10.92646600267858,101.800003,278272.0,8.89,5205200.0,1343.22998,4080340000.0
1376,2013-01-27,JFK,SFO,10.4347826087,7.29150244498,73.0,2012-11-15,12.18794616982222,2013,27,15732,10.812631154580547,10.81796674591105,10.834783842972453,96.25333366666668,173081.66666666663,15.01,7156966.666666668,1501.1066896666666,3417790000.0
1377,2012-12-03,SFO,LAS,10.3,7.66468319117,72.0,2012-09-22,10.769626214381173,2012,3,15677,11.316519450921993,11.077289722291233,10.604161937131613,89.089996,235987.0,12.66,3167000.0,1409.459961,3074280000.0
1378,2012-02-05,DFW,PHL,7.57142857143,5.9318473671200005,53.0,2011-12-14,10.201987103765548,2012,5,15375,10.812631154580547,10.82938677099014,10.92646600267858,97.22000133333331,278022.66666666674,9.313333333333334,10831200.0,1344.5199786666667,3789316666.6666665
1379,2011-09-27,LAX,JFK,14.096774193499998,9.14824150209,99.0,2011-06-20,13.011296273384213,2011,27,15244,11.08030191144073,11.254785605103002,11.163943762320724,84.449997,313568.0,6.11,7917800.0,1175.380005,5548130000.0
1380,2012-11-24,CLT,ATL,7.8125,5.40640052777,55.0,2012-09-30,10.31308568734471,2012,24,15668,9.963934488212162,10.183349832740886,10.939109824172244,87.59599759999999,182347.8,12.64,3468400.0,1408.196695666667,1986293333.3333333
1381,2012-11-05,LAX,SEA,8.63157894737,6.618245204780001,60.0,2012-09-06,11.076071892066686,2012,5,15649,11.316519450921993,11.170595240758693,10.939109824172244,85.650002,221397.0,12.64,4571300.0,1417.26001,2921040000.0
1382,2013-01-16,ORD,MSP,7.76470588235,6.300093369990001,54.0,2012-11-23,11.611103856380177,2013,16,15721,11.22214793333977,10.92668554075603,10.834783842972453,94.239998,241531.0,14.63,4263600.0,1472.630005,3384080000.0
1383,2012-02-21,PHL,ORD,11.3125,11.3061561402,79.0,2011-12-04,11.179789926104196,2012,21,15391,11.08030191144073,10.950214127109582,10.92646600267858,105.839996,316239.0,7.89,15334800.0,1362.209961,3795200000.0
1384,2012-09-11,EWR,SFO,11.8636363636,9.03588325219,83.0,2012-06-20,10.666464809115547,2012,11,15594,11.08030191144073,11.28225526213691,11.163943762320724,97.169998,222006.0,11.62,8012700.0,1433.560059,3509630000.0
1385,2012-02-17,ORD,SEA,9.0625,8.25,63.0,2011-12-16,10.503372503792876,2012,17,15387,11.22139005929782,10.900269531282103,10.92646600267858,103.239998,134499.0,8.9,4650500.0,1361.22998,3717640000.0
1386,2011-12-07,LAX,JFK,18.2820512821,11.742744048399999,128.0,2011-08-01,13.011296273384213,2011,7,15315,11.22214793333977,11.077289722291233,10.604161937131613,100.489998,330533.0,5.59,10016700.0,1261.01001,4160540000.0
1387,2011-12-04,BOS,LAX,7.6875,5.1214418542699995,54.0,2011-10-11,10.695485317513855,2011,4,15312,10.812631154580547,11.006154272408493,10.604161937131613,100.97999833333333,241558.33333333328,5.026666666666666,6784000.0,1252.8133136666668,4146810000.0
1388,2012-08-20,JFK,LAS,12.607142857100001,8.28805157693,88.0,2012-05-24,10.801480383750052,2012,20,15572,11.316519450921993,11.083618439925203,11.094082010757203,95.970001,113309.0,10.59,7545600.0,1418.130005,2766320000.0
1389,2012-02-15,LAX,ATL,14.592592592599999,12.4630508034,102.0,2011-11-05,11.28842519213148,2012,15,15385,11.22214793333977,10.900269531282103,10.92646600267858,101.800003,278272.0,8.89,5205200.0,1343.22998,4080340000.0
1390,2011-10-03,JFK,LAS,12.148148148099999,8.0560713068,85.0,2011-07-10,10.801480383750052,2011,3,15250,11.316519450921993,11.2101588870966,11.243521482329156,77.610001,392782.0,4.63,13467600.0,1099.22998,5670340000.0
1391,2012-10-30,CLT,LGA,7.294117647060001,5.3357837508,51.0,2012-09-09,10.773446264218553,2012,30,15643,11.08030191144073,10.878688529782359,11.243521482329156,86.24799820000001,212537.2,12.128,5248500.0,1412.1160154000002,3518670000.0
1392,2012-10-04,EWR,SFO,15.083333333299999,11.309544513399999,106.0,2012-06-20,10.666464809115547,2012,4,15617,11.358502294210167,11.2101588870966,11.243521482329156,91.709999,291389.0,11.67,6893400.0,1461.400024,3615860000.0
1393,2013-01-04,SFO,BOS,15.8965517241,11.799954078599999,111.0,2012-09-15,11.099965440200052,2013,4,15709,11.22139005929782,10.3432774396269,10.834783842972453,93.089996,210747.0,14.73,12048300.0,1466.469971,3424290000.0
1394,2012-04-10,JFK,MIA,12.9523809524,11.083664513499999,91.0,2012-01-10,10.363358350662882,2012,10,15440,11.08030191144073,11.141996627758898,11.087010832810972,101.019997,312927.0,7.47,7584100.0,1358.589966,4631730000.0
1395,2012-11-08,ATL,ORD,10.3684210526,7.95271111226,73.0,2012-08-27,11.300291087291518,2012,8,15652,11.358502294210167,11.170595240758693,10.939109824172244,85.089996,296599.0,13.02,10188000.0,1377.51001,3779520000.0
1396,2011-10-12,DFW,LAX,12.84,8.384907075610002,90.0,2011-07-14,11.548423678128142,2011,12,15259,11.22214793333977,11.347075783287751,11.243521482329156,85.57,294230.0,6.23,9014300.0,1207.25,5355360000.0
1397,2012-12-30,ATL,EWR,10.3,7.637166738360001,72.0,2012-10-19,10.729148967478128,2012,30,15704,10.812631154580547,9.832669288766573,10.604161937131613,91.480001,123474.66666666669,13.263333333333335,6091000.0,1418.269978666667,2945113333.333333
1398,2012-09-26,LAX,BOS,14.4285714286,9.7275042341,101.0,2012-06-17,10.695485317513855,2012,26,15609,11.22214793333977,11.254785605103002,11.163943762320724,89.980003,272057.0,10.5,4038400.0,1433.319946,3565380000.0
1399,2012-11-24,PHX,DEN,14.7586206897,9.87296153432,103.0,2012-08-13,10.78956729812696,2012,24,15668,9.963934488212162,10.183349832740886,10.939109824172244,87.59599759999999,182347.8,12.64,3468400.0,1408.196695666667,1986293333.3333333
1400,2012-11-30,ORD,IAH,12.0,9.87927122818,84.0,2012-09-07,10.714472079157837,2012,30,15674,11.22139005929782,11.006154272408493,10.939109824172244,88.910004,216206.0,12.89,4889700.0,1416.180054,3966000000.0
