,iata,municipality,latitude_deg,longitude_deg,state,pop2010
1350,DYS,Abilene,32.4207992554,-99.854598999,TX,
1351,DLF,Del Rio,29.359500885,-100.777999878,TX,
1352,VBG,Lompoc,34.7373008728,-120.583999634,CA,
1353,MUO,Mountain Home,43.043598,-115.872002,ID,
1354,SSC,Sumter,33.97269821,-80.47059631,C,
1355,DAA,Fort Belvoir,38.715000152600005,-77.1809997559,VA,
1356,HOP,Fort Campbell/Hopkinsville,36.668598175,-87.49620056150002,KY,
1357,NQI,Kingsville,27.5072002411,-97.8097000122,TX,
1358,NBG,New Orleans,29.82530022,-90.03500366,LA,347770.0
1359,AMO,Mountain Village,62.095401763916016,-163.6820068359375,AK,
1360,ESF,Alexandria,31.3948993683,-92.2957992554,LA,140740.0
1361,BYH,Blytheville,35.9642982483,-89.94400024410001,AR,
1362,VOK,Camp Douglas,43.938999176025,-90.253402709961,WI,
1363,ALU,Cape Lisburne,68.87509918,-166.1100006,AK,
1365,AKP,Anaktuvuk Pass,68.13359833,-151.7429962,AK,
1366,BPI,Big Piney,42.58509827,-110.1110001,WY,
1367,CAR,Caribou,46.871498107899995,-68.0178985596,ME,
1368,ELO,Ely,47.82450104,-91.83070374,MN,
1369,NFL,Fallon,39.41659927,-118.7009964,NV,
1370,FAF,Fort Eustis,37.132499694799996,-76.60880279540001,VA,
1371,HLR,Fort Hood(Killeen),31.138700485199998,-97.71450042720001,TX,
1372,AHP,Hooper Bay,61.52389908,-166.1470032,AK,
1373,LND,Lander,42.8152008057,-108.730003357,WY,
1374,NRB,Mayport,30.39109993,-81.42469788,FL,
1375,NSE,Milton,30.7241993,-87.02189636,FL,
1376,HUA,Redstone Arsnl Huntsville,34.67869949,-86.68479919,AL,
1377,ACM,Scammon Bay,61.845298767100005,-165.570999146,AK,
1378,AWD,Seward,60.12689971923828,-149.41900634765625,AK,
1379,ASM,St Mary's,62.0605011,-163.302002,AK,
1380,TCS,Truth Or Consequences,33.2369003296,-107.272003174,NM,
1381,OLF,Wolf Point,48.094501495399996,-105.574996948,MT,
1382,AFR,Fort Richardson(Anchorage),61.26639938,-149.6529999,AK,
1383,APO,Point Hope,68.34880065917969,-166.7989959716797,AK,
1384,AXA,Algona,43.0778999329,-94.2720031738,IA,
1385,ANQ,Angola,41.639702,-85.083504,IN,
1386,AUM,Austin,43.66500092,-92.93340302,MN,806423.0
1387,BFR,Bedford,38.84000015,-86.44539642,IN,
1388,ACB,Bellaire,44.988602,-85.198402,MI,
1389,BBP,Bennettsville,34.62170029,-79.73439789,C,
1390,8WA,Blakely Island,48.578998565700005,-122.825996399,WA,
1391,HKA,Blytheville,35.940399169900004,-89.83080291750001,AR,
1392,BTF,Bountiful,40.8694000244,-111.927001953,T,
1393,BOK,Brookings,42.0746,-124.290001,OR,
1394,BYG,Buffalo,44.381099700899995,-106.722000122,WY,261301.0
1395,3C8,Calverton,40.9151000977,-72.7919006348,NY,
1396,CZT,Carrizo Springs,28.522199630699998,-99.823600769,TX,
1397,CIN,Carroll,42.0461997986,-94.78900146480001,IA,
1398,ENL,Centralia,38.515098571799996,-89.0911026001,IL,
1399,CAO,Clayton,36.4462013245,-103.166999817,NM,
1400,CLI,Clintonville,44.613800048799995,-88.731300354,WI,
1401,AFF,Colorado Springs,38.96969986,-104.8130035,CO,420544.0
1402,UBS,Columbus,33.4654006958,-88.3803024292,M,790935.0
1404,CRO,Corcoran,36.102502,-119.595001,CA,
1405,CAG,Craig,40.4952011108,-107.522003174,CO,
1406,M26,Drummond,46.6208,-113.205002,MT,
1407,ETN,Eastland,32.4135017395,-98.80979919430001,TX,
1408,ESW,Easton,47.2541999817,-121.185997009,WA,
1409,EDE,Edenton,36.027698516799994,-76.56710052490001,NC,
1410,EPH,Ephrata,47.30759811,-119.5159988,WA,
1411,4R7,Eunice,30.466299057007,-92.423797607422,LA,
1412,O19,Eureka,40.719299316406,-123.92800140381,CA,
1413,05U,Eureka,39.604198455799995,-116.004997253,NV,
1414,EVM,Eveleth,47.42509842,-92.49849701,MN,
1415,FFL,Fairfield,41.0532989502,-91.9788970947,IA,
1416,FMH,Falmouth,41.6584014893,-70.5214004517,MA,
1417,FFM,Fergus Falls,46.28440094,-96.15670013,MN,
1418,FLP,Flippin,36.29090118,-92.59030151,AR,
1419,FXY,Forest City,43.23469925,-93.62409973,IA,
1420,FCY,Forrest City,34.942001342800005,-90.7750015259,AR,
1421,SMD,Fort Wayne,41.14339828,-85.15280151,IN,254162.0
1422,GLR,Gaylord,45.013500213600004,-84.7035980225,MI,
1423,GNG,Gooding,42.91719818,-114.7649994,ID,
1424,GVE,Gordonsville,38.15599823,-78.165802002,VA,
1425,GNT,Grants,35.167301178,-107.902000427,NM,
1426,GTG,Grantsburg,45.7980995178,-92.6643981934,WI,
1427,U34,Green River,38.9613990784,-110.226997375,T,
1428,GRD,Greenwood,34.2486991882,-82.15910339359999,C,
1429,HAB,Hamilton,34.11759949,-87.99819946,AL,
1430,HPT,Hampton,42.7237014771,-93.22630310059999,IA,
1431,I01,Hanalei,22.209199905400002,-159.445999146,HI,
1432,HVE,Hanksville,38.417999267599996,-110.70400238,T,
1433,HVS,Hartsville,34.4030990601,-80.11920166019999,C,
1434,M83,Hobbs,32.7668,-103.209,NM,
1435,HLM,Holland,42.7958984375,-86.1620025635,MI,
1436,HTL,Houghton Lake,44.359798,-84.671095,MI,
1437,0K7,Humboldt,42.736099243199995,-94.2452011108,IA,
1438,HNB,Huntingburg,38.2490005493,-86.95369720459999,IN,
1439,NRS,Imperial Beach,32.56669998,-117.1169968,CA,
1440,IDI,Indiana,40.63219833,-79.10549927,PA,
1441,IWD,Ironwood,46.527500152600005,-90.131401062,MI,
1442,JDN,Jordan,47.3288002014,-106.95300293,MT,
1443,7FA,Key Largo,25.325399398804,-80.274803161621,FL,
1444,LVL,Lawrenceville,36.7728004456,-77.79429626459999,VA,
1445,LRJ,Le Mars,42.77799988,-96.1937027,IA,
1446,LMS,Louisville,33.1461982727,-89.0625,M,596155.0
1447,MAW,Malden,36.6006012,-89.99220276,MO,
1448,MML,Marshall,44.45050049,-95.82189941,MN,
1449,ASL,Marshall,32.5205001831,-94.307800293,TX,
1450,AMX,Mccarthy,61.4370994568,-142.904006958,AK,
1451,RRL,Merrill,45.1988983154,-89.7128982544,WI,
1452,MGC,Michigan City,41.703300476100004,-86.8211975098,IN,
1453,E01,Monahans,31.582500457764,-102.90899658203,TX,
1454,SIV,Monticello,39.114700317383,-87.448303222656,IN,
1455,K03,Oklahoma City,35.449183,-97.532989,OK,582285.0
1456,OKM,Okmulgee,35.668098449707,-95.948699951172,OK,
1457,OXD,Oxford,39.50230026,-84.78440094,OH,
1458,OZA,Ozona,30.735300064087,-101.20300292969,TX,
1459,3MA,Palmer,42.223300933800004,-72.31140136719999,MA,
1460,PGR,Paragould,36.06290054,-90.50779724,AR,
1461,PHT,Paris,36.338199615499995,-88.38289642330001,TN,
1462,PKF,Park Falls,45.955001831055,-90.42440032959,WI,
1463,IEN,Pine Ridge,43.0224990845,-102.511001587,D,
1464,PWD,Plentywood,48.790298461914,-104.53399658203,MT,
1465,P10,Polacca,35.7916984558,-110.422996521,AZ,
1466,RZL,Rensselaer,40.9478988647,-87.1826019287,IN,
1467,RZZ,Roanoke Rapids,36.4394989014,-77.7092971802,NC,
1468,K07,Rolla,37.935699462890625,-91.8134994506836,MO,
1469,REO,Rome,42.5777015686,-117.885002136,OR,
1470,ASW,Skwentna,61.9653015137,-151.190994263,AK,
1471,CMY,Sparta,43.958302,-90.7379,WI,
1472,SVH,Statesville,35.765300750732,-80.953903198242,NC,
1473,TYL,Taylor,34.45280075,-110.1149979,AZ,
1474,TAD,Trinidad,37.2593994141,-104.341003418,CO,
1475,VKS,Vicksburg,32.23929977417,-90.928398132324,M,
1476,RRT,Warroad,48.94139862,-95.3483963,MN,
1477,WEA,Weatherford,32.7462997437,-97.6824035645,TX,
1478,E24,Whiteriver,33.8125,-109.9869995,AZ,
1479,ISW,Wisconsin Rapids,44.3602981567,-89.83899688720001,WI,
1480,5KE,Ketchikan,55.349899,-131.677002,AK,
1481,X44,Miami,25.778299331665,-80.170303344727,FL,400841.0
1482,JRA,New York City,40.754501,-74.007103,NY,8190360.0
1483,NGZ,Alameda,37.78889846801758,-122.31999969482422,CA,
1484,AAP,Houston,29.722499847399998,-95.58830261230001,TX,2098450.0
1486,AWG,Wrangell,56.48429871,-132.3699951,AK,
1487,END,Enid,36.339199066199996,-97.9164962769,OK,
1488,GSB,Goldsboro,35.33940125,-77.96060181,NC,
1489,SZL,Knob Noster,38.73030090332,-93.547897338867,MO,
1490,BAB,Marysville,39.136100769,-121.43699646,CA,
1491,GUS,Peru,40.648101806599996,-86.1520996094,IN,
1492,ANT,Annette,55.04240036010742,-131.57200622558594,AK,
1494,ADK,Adak Island,51.87799835205078,-176.64599609375,AK,
1495,VAD,Valdosta,30.9678001404,-83.1930007935,GA,
1496,BKF,Aurora,39.701698303200004,-104.751998901,CO,326073.0
1498,GRF,Fort Lewis/Tacoma,47.07920074,-122.5810013,WA,
1499,HIF,Ogden,41.12403,-111.973086,T,
1500,AVA,Chevak,61.5409,-165.6005,AK,
1501,ABA,Barter Island Lrrs,70.1340026855,-143.582000732,AK,
1502,ACD,Cold Bay,55.20610046386719,-162.72500610351562,AK,
1503,AFB,Fairbanks/Ft Wainwright,64.83750153,-147.6139984,AK,
1504,AGA,Galena,64.73619843,-156.9369965,AK,
1505,AQT,Nuiqsut,70.2099990845,-151.005996704,AK,
1507,AFM,Ambler,67.1063,-157.856989,AK,
1508,DRI,De Ridder,30.8316993713,-93.33989715579999,LA,
1509,AEM,Emmonak,62.78609848,-164.4909973,AK,
1510,FTK,Fort Knox,37.907100677500004,-85.9720993042,KY,
1511,FRI,Fort Riley(Junction City),39.05530167,-96.76450348,K,
1512,FYU,Fort Yukon,66.57150268554688,-145.25,AK,
1513,AGM,Gambell,63.76679992675781,-171.73300170898438,AK,
1514,HUP,Hawi,20.265300750732422,-155.86000061035156,HI,
1515,AKW,Klawock,55.579200744599994,-133.076004028,AK,
1516,NEL,Lakehurst,40.03329849,-74.353302,NJ,
1517,DRA,Mercury,36.6194,-116.032997,NV,
1518,AWN,Noatak,67.56610107421875,-162.97500610351562,AK,
1519,APM,Platinum,59.01139831542969,-161.82000732421875,AK,
1520,PIZ,Point Lay,69.73290253,-163.0050049,AK,
1522,ASK,Selawik,66.60009766,-159.9859924,AK,
1524,ILN,Wilmington,39.427898407,-83.792098999,OH,
1525,AEE,Eek,60.21367264,-162.0438843,AK,
1526,PHH,Andrews,33.4516983032,-79.5261993408,C,
1527,AXX,Angel Fire,36.422000885,-105.290000916,NM,
1528,CVK,Ash Flat,36.26490021,-91.56259918,AR,
1529,AIO,Atlantic,41.40729904,-95.04689789,IA,
1530,AAT,Attu,52.8283996582,173.179992676,AK,
1531,BBB,Benson,45.331901550299996,-95.6505966187,MN,
1532,BYA,Boundary,64.0783004761,-141.113006592,AK,
1533,00F,Broadus,45.47249985,-105.4540024,MT,
1534,CDH,Camden,33.622798919699996,-92.7633972168,AR,
1536,GHM,Centerville,35.8373985291,-87.44539642330001,TN,
1537,CXC,Chitina,61.582901001,-144.427001953,AK,
1538,CKM,Clarksdale,34.2997016907,-90.512298584,M,
1539,CLK,Clinton,35.53829956,-98.93270111,OK,
1540,CNK,Concordia,39.549301147499996,-97.6522979736,K,
1541,CEV,Connersville,39.6985015869,-85.129699707,IN,
1542,Z93,Copper Center,61.9412002563,-145.294006348,AK,
1543,CO2,Crested Butte,38.8518981934,-106.93282,CO,
1544,CSQ,Creston,41.021400451699996,-94.36329650879999,IA,
1545,NRC,Crows Landing,37.408000946045,-121.10900115967,CA,
1546,ALP,Deadhorse,70.3442993164,-150.945007324,AK,
1547,N07,Decatur,48.499801635699995,-122.814002991,WA,
1548,DGL,Douglas,31.3425998688,-109.505996704,AZ,
1549,DPG,Dugway Proving Ground,40.19940186,-112.9369965,T,
1550,6D9,East Tawas,44.312801,-83.422302,MI,
1551,ELK,Elk City,35.43080139,-99.39430237,OK,
1552,ERR,Errol,44.7924995422,-71.1641998291,NH,
1553,E14,Espanola,36.0299987793,-106.04599762,NM,
1554,MTF,Fairbanks,64.80680084229999,-147.761993408,AK,
1555,2CL,Fort Bragg,39.4743003845,-123.79599762,CA,
1556,FLV,Fort Leavenworth,39.3683013916,-94.9147033691,K,
1557,FSW,Fort Madison,40.659301757799994,-91.3267974854,IA,
1558,FSU,Fort Sumner,34.4833984375,-104.217002869,NM,
1559,GQQ,Galion,40.7533988953,-82.7238006592,OH,
1560,AQY,Girdwood,60.966099,-149.126007,AK,
1561,GRN,Gordon,42.8059997559,-102.175003052,NE,
1562,CKC,Grand Marais,47.8382987976,-90.38289642330001,MN,
1563,GFD,Greenfield,39.790298461899994,-85.7360992432,IN,
1564,HSB,Harrisburg,37.81129837,-88.5503006,IL,
1565,HDE,Holdrege,40.452099,-99.336502,NE,
1566,INS,Indian Springs,36.587200164799995,-115.672996521,NV,
1567,JSO,Jacksonville,31.8693008423,-95.2173995972,TX,823123.0
1568,JAS,Jasper,30.88570023,-94.03489685,TX,
1569,FKO,Kotlik,63.0306015015,-163.533004761,AK,
1570,AKU,Kuparuk,70.33080291750001,-149.598007202,AK,
1571,LGD,La Grande,45.2901992798,-118.007003784,OR,
1572,LUL,Laurel,31.672599792499998,-89.172203064,M,
1573,4AK,Livengood,65.467,-148.6534,AK,
1574,CDA,Lyndonville,44.5690994263,-72.0179977417,VT,
1575,IMS,Madison,38.75889969,-85.46549988,IN,233716.0
1576,AML,Manley Hot Springs,64.99759674069999,-150.643997192,AK,
1577,MHN,Mullen,42.042155,-101.059113,NE,
1578,CEY,Murray,36.66460037,-88.37280273,KY,
1579,HAX,Muskogee,35.7458992004,-95.4128036499,OK,
1580,3TR,Niles,41.835899353027,-86.225196838379,MI,
1581,OWK,Norridgewock,44.71549988,-69.86650085,ME,
1582,OKS,Oshkosh,41.401000976562,-102.35500335693,NE,
1583,PPA,Pampa,35.612998962402,-100.99600219727,TX,
1584,7V2,Paonia,38.8316993713,-107.646003723,CO,
1585,PRO,Perry,41.82799911,-94.15989685,IA,
1586,0AK,Pilot Station,61.934601,-162.899994,AK,
1587,POY,Powell,44.867198944092,-108.79299926758,WY,
1588,5N2,Prentice,45.542999,-90.279297,WI,
1589,PNN,Princeton,45.200698852539,-67.564399719238,ME,
1590,RCK,Rockdale,30.6315994263,-96.9897003174,TX,
1591,74V,Roosevelt,40.278301,-110.051003,T,
1592,ARS,Russian Mission,61.7788848877,-161.319458008,AK,
1593,SLO,Salem,38.64289855957,-88.964202880859,IL,155229.0
1594,SCB,Scribner,41.610298156738,-96.629898071289,NE,
1595,SER,Seymour,38.923599243164,-85.907402038574,IN,
1596,SRV,Stony River,61.7896995544,-156.589004517,AK,
1597,WA5,Stuart Island,48.672901153564,-123.17600250244,WA,
1598,SMS,Sumter,33.994998931885,-80.361297607422,C,
1599,TNX,Tonopah,37.7988014221,-116.78099823,NV,
1600,VHN,Van Horn,31.057800292969,-104.78399658203,TX,
1601,F05,Vernon,34.2257003784,-99.2837982178,TX,
1602,3VS,Versailles,38.427799224854,-92.875198364258,MO,
1603,AIW,Wales,65.622593,-168.095,AK,
1604,EBS,Webster City,42.43659973,-93.86889648,IA,
1605,E69,Weeping Water,40.8675003052,-96.1100006104,NE,
1608,LNP,Wise,36.9874992371,-82.5299987793,VA,
1610,BNF,Baranof,57.088799,-134.833146,AK,
1611,Z59,Bethel,60.782001495399996,-161.742996216,AK,
1612,Z71,Cape Pole,55.9663009644,-133.79699707,AK,
1613,CYM,Chatham,57.5149002075,-134.945999146,AK,
1614,Z78,Chignik,56.295600891099994,-158.401000977,AK,
1615,1Z9,Ellamar,60.893818,-146.704038,AK,
1616,EXI,Excursion Inlet,58.420502,-135.449005,AK,
1617,W33,Friday Harbor,48.537300109899995,-123.010002136,WA,
1618,ANR,Funter Bay,58.2543983459,-134.897994995,AK,
1619,HYL,Hollis,55.4816017151,-132.645996094,AK,
1620,AHY,Hydaburg,55.206298828125,-132.8280029296875,AK,
1621,KAE,Kake,56.9729995728,-133.945999146,AK,
1622,KKL,Karluk Lake,57.3670005798,-154.027999878,AK,
1623,KXA,Kasaan,55.537399292,-132.397994995,AK,
1624,5Z9,Katmai National Park,58.554798126221,-155.77699279785,AK,
1625,ALZ,Lazy Bay,56.8995018005,-154.248001099,AK,
1626,KPB,Point Baker,56.3518981934,-133.623001099,AK,
1627,16K,Port Alice,55.803,-133.597,AK,
1628,KPY,Port Bailey,57.930099487300005,-153.041000366,AK,
1629,KPR,Port Williams,58.4901008606,-152.582000732,AK,
1630,A23,Saginaw Bay,56.8862991333,-134.158004761,AK,
1631,WSB,Steamboat Bay,55.5295982361,-133.641998291,AK,
1632,TKE,Tenakee Springs,57.77970123291,-135.21800231934,AK,
1633,KTB,Thorne Bay,55.687999725299996,-132.537002563,AK,
1634,K56,Tikchik,59.9631996155,-158.477005005,AK,
1635,57A,Tokeen,55.9370994568,-133.32699585,AK,
1636,K62,Tuxekan Island,55.849602,-133.227994,AK,
1637,I07,Waikoloa Village,19.9205,-155.8607,HI,
1638,KWF,Waterfall,55.296298980699994,-133.242996216,AK,
1639,AYE,,42.56999969482422,-71.60279846191406,MA,
1640,GVW,Belton,38.844200134277344,-94.55999755859375,MO,
1641,BPA,Bethpage,40.749401092499994,-73.4960021973,NY,
1642,SPX,Houston,29.50830078125,-95.051399230957,TX,2098450.0
1643,UIZ,,42.66389846801758,-82.96540069580078,MI,
1644,133,Amchitka Island,51.3777777778,179.259166667,AK,
1645,DWF,Dayton,39.78,-84.10444444439999,OH,
1646,GSW,Fort Worth,32.8308104547,-97.04918861390001,TX,748481.0
1647,MDR,Medfra,63.1060198183,-154.719429016,AK,
1648,BLW,Waimanalo,21.370833,-157.713889,HI,
1649,5A8,Aleknagik,59.2826004028,-158.617996216,AK,
1650,AHL,Huslia,65.69789886,-156.3509979,AK,
1651,ANI,Aniak,61.581600189208984,-159.54299926757812,AK,
1652,KQA,Akutan,54.1337704415,-165.778895617,AK,
1653,AHC,Holy Cross,62.18830108642578,-159.77499389648438,AK,
1654,MCB,Mc Comb,31.17849922,-90.47190094,M,
1655,ALG,Kalskag,61.53630065917969,-160.34100341796875,AK,
1656,LHC,Arlington,35.28310012817383,-89.67250061035156,TN,366136.0
1658,AEH,Cape Newenham,58.646400451699996,-162.06300354,AK,
1659,ACZ,Cape Romanzof,61.78030014,-166.0390015,AK,
1660,AIL,Iliamna,59.75439835,-154.9109955,AK,
1661,ASV,Sparrevohn,61.09740067,-155.5740051,AK,
1664,AIM,Utopia Creek,65.99279785,-153.7039948,AK,
1665,ANV,Anvik,62.646702,-160.190994,AK,
1666,ARC,Arctic Village,68.1147,-145.578995,AK,
1667,ATQ,Atqasuk,70.46730041503906,-157.43600463867188,AK,
1668,ABL,Buckland,65.9815979004,-161.149002075,AK,
1669,ADE,Deering,66.0696029663,-162.76600647,AK,
1670,MMT,Eastover,33.92079926,-80.80130005,C,
1671,AII,Egegik,58.1855010986,-157.375,AK,
1672,BYS,Fort Irwin/Barstow,35.2804985046,-116.629997253,CA,
1673,POE,Fort Polk,31.0447998,-93.1917038,LA,
1677,AMY,Mekoryuk,60.37139892578125,-166.27099609375,AK,
1678,ANN,Nenana,64.54730224609375,-149.07400512695312,AK,
1679,APH,Port Heiden,56.95909881591797,-158.63299560546875,AK,
1680,ARY,Ruby,64.72720337,-155.4700012,AK,
1681,ASD,Sand Point,55.314998626708984,-160.5229949951172,AK,
1682,ASA,Savoonga,63.6864013671875,-170.4929962158203,AK,
1683,APB,St George,56.578300476100004,-169.662002563,AK,
1684,ATG,Togiak Village,59.052799224853516,-160.39700317382812,AK,
1685,AWI,Wainwright,70.6380004883,-159.994995117,AK,
1686,KCL,Chignik Flats,56.31119919,-158.5359955,AK,
1687,KEK,Ekwok,59.3568000793457,-157.4709930419922,AK,
1688,AKF,False Pass,54.8474006652832,-163.41000366210938,AK,
1689,GNU,Goodnews,59.117401123,-161.57699585,AK,
1691,AIG,Igiugig,59.32400131225586,-155.90199279785156,AK,
1692,AKV,Kaltag,64.31909943,-158.7409973,AK,
1693,AVC,King Cove,55.11629867553711,-162.26600646972656,AK,
1694,ANA,Napakiak,60.69029998779297,-161.97900390625,AK,
1697,UGB,Pilot Point,57.4253997803,-157.740005493,AK,
1698,AKH,Akhiok,56.9387016296,-154.182998657,AK,
1699,Z13,Akiachak,60.904800415039,-161.42199707031,AK,
1700,FAK,Akiak,60.9029006958,-161.231002808,AK,
1701,AUK,Alakanuk,62.680042266799994,-164.659927368,AK,
1702,AIV,Aliceville,33.106499,-88.1978,AL,
1703,FAL,Allakaket,66.5518035889,-152.621994019,AK,
1704,80F,Antlers,34.1926002502,-95.6499023438,OK,
1705,37V,Arapahoe,40.339500427199994,-99.90650177,NE,
1707,AAK,Atka,52.22029877,-174.2059937,AK,
1708,4A2,Atmautluak,60.866699,-162.272995,AK,
1709,HLB,Batesville,39.344501495399996,-85.25830078119999,IN,
1710,Z48,Bear Creek,63.5733160384,-156.149454117,AK,
1711,AWB,Beaver,66.362197876,-147.406997681,AK,
1712,5LA,Belle Chasse,29.8661003113,-90.0222015381,LA,
1713,ABG,Beluga,61.1721992493,-151.044006348,AK,
1714,ABM,Big Mountain,59.3611984253,-155.259002686,AK,
1715,Z91,Birch Creek,66.2740020752,-145.824005127,AK,
1716,OK6,Blackwell,36.7958984375,-97.3170013428,OK,
1717,BXA,Bogalusa,30.813699722299997,-89.8649978638,LA,
1718,K97,Boswell Bay,60.4230995178,-146.145996094,AK,
1719,IS8,Bradford,41.230899810800004,-89.61569976810001,IL,
1720,TE0,Brazoria,28.982200622559,-95.579696655273,TX,
1721,FKT,Brevig Mission,65.3312988281,-166.466003418,AK,
1722,BTN,Britton,45.815200805664,-97.743103027344,D,
1723,BUB,Burwell,41.776699066199996,-99.14969635010002,NE,
1724,CLR,Calipatria,33.131500244099996,-115.521003723,CA,
1725,CDN,Camden,34.2835998535,-80.56490325930001,C,
1726,HFF,Camp Mackall,35.036288,-79.497755,NC,
1727,K75,Candle,65.907699585,-161.925994873,AK,
1728,CFS,Caro,43.458801269531,-83.445503234863,MI,
1729,ACE,Central,65.57379913,-144.7830048,AK,
1730,ACI,Chalkyitsik,66.6449966431,-143.740005493,AK,
1731,ALR,Chandalar Lake,67.5045013428,-148.483001709,AK,
1732,CCY,Charles City,43.0726013184,-92.6108016968,IA,
1734,K13,Chena Hot Springs,65.0518035889,-146.04699707,AK,
1735,FCB,Chenega,60.0773010254,-147.992004395,AK,
1736,CKA,Cherokee,36.7439002991,-98.1231002808,OK,
1737,CKX,Chicken,64.0712966919,-141.95199585,AK,
1738,A79,Chignik Lake,56.2550010681,-158.774993896,AK,
1739,CZN,Chisana,62.0712013245,-142.04800415,AK,
1740,CZO,Chistochina,62.5634994507,-144.669006348,AK,
1741,9A3,Chuathbaluk,61.579102,-159.216003,AK,
1742,ACR,Circle,65.830498,-144.076008,AK,
1743,CHP,Circle Hot Springs,65.485496521,-144.610992432,AK,
1744,FCL,Clarks Point,58.83369827,-158.529007,AK,
1745,CBK,Colby,39.42750168,-101.0469971,K,
1746,AAL,Cold Bay,56.0060005188,-160.561004639,AK,
1747,ACX,Coldfoot,67.25219726559999,-150.203994751,AK,
1748,COM,Coleman,31.841100692699996,-99.4036026001,TX,
1749,KCR,Colorado Creek,63.5676994324,-155.988998413,AK,
1750,JLA,Cooper Landing,60.48270034789999,-149.718994141,AK,
1751,NC2,Corolla,36.2535018921,-75.7884979248,NC,
1752,K29,Council,64.89790344240001,-163.70300293,AK,
1753,E13,Crane,31.415100097699998,-102.362998962,TX,
1754,CJX,Crooked Creek,61.8679008484,-158.134994507,AK,
1755,CRT,Crossett,33.1782989502,-91.8802032471,AR,
1756,DCK,Dahl Creek,66.9432983398,-156.904998779,AK,
1757,NDY,Dahlgren,38.33250046,-77.03720093,VA,
1758,D66,Delta Junction,64.0503997803,-145.716995239,AK,
1759,DLC,Dillon,34.4491004944,-79.368598938,C,
1760,U41,Dubois,44.1665992737,-112.225997925,ID,
1761,AEG,Eagle,64.77639771,-141.151001,AK,
1762,0WA,East Sound,48.7117996216,-123.017997742,WA,
1763,K96,Egegik,58.2162017822,-157.352005005,AK,
1764,KKU,Ekuk,58.8111991882,-158.559005737,AK,
1765,FEL,Elim,64.61470032,-162.2720032,AK,
1766,TE8,Evadale,30.3209991455,-94.07350158690001,TX,
1767,FBY,Fairbury,40.182998657199995,-97.16929626459999,NE,
1769,AFV,Five Mile,65.9270019531,-149.839996338,AK,
1770,FLT,Flat,62.452598571799996,-157.988998413,AK,
1772,FVE,Frenchville,47.2854995728,-68.31279754639999,ME,
1773,GAG,Gage,36.295501709,-99.7763977051,OK,
1774,AGB,Galbraith Lake,68.4796981812,-149.490005493,AK,
1775,KGZ,Glacier Creek,61.4551010132,-142.380996704,AK,
1776,GDW,Gladwin,43.9706001282,-84.47499847410002,MI,
1777,V66,Glendale,39.948699951200005,-80.7594985962,WV,226168.0
1779,AGL,Golovin,64.5504989624,-163.007003784,AK,
1780,GSZ,Granite Mountain,65.40209961,-161.2810059,AK,
1781,KGX,Grayling,62.895187,-160.066289,AK,
1782,GEY,Greybull,44.51679993,-108.0830002,WY,
1783,HAY,Haycock,65.20099639889999,-161.156997681,AK,
1784,K33,Herendeen Bay,55.801399231,-160.899002075,AK,
1786,AK6,Hogatza,66.2161026,-155.6690063,AK,
1787,AHU,Hughes,66.04109955,-154.2630005,AK,
1788,9AK,Icy Bay,59.96900177,-141.662002563,AK,
1789,IML,Imperial,40.50930023,-101.6210022,NE,
1790,NEN,Jacksonville,30.353900909424,-81.87190246582,FL,823123.0
1791,APT,Jasper,35.060699,-85.585297,TN,
1792,EFW,Jefferson,42.0102005,-94.34259796,IA,
1793,TE7,Johnson City,30.251800537100003,-98.62249755859999,TX,
1794,1KC,Kalakaket Creek,64.4166256967,-156.820392609,AK,
1795,AKY,Karluk,57.5671005249,-154.449996948,AK,
1796,FKA,Kasigluk,60.87440109,-162.5240021,AK,
1797,AK5,Kenai,60.588901519800004,-152.162002563,AK,
1798,AKI,Kipnuk,59.932998657199995,-164.031005859,AK,
1799,AOB,Kobuk,66.9123001099,-156.897003174,AK,
1800,AKD,Kodiak,57.8059005737,-152.37399292,AK,
1801,FKK,Kokhanok,59.433200836199994,-154.804000854,AK,
1802,AJZ,Koliganek,59.726600647,-157.259002686,AK,
1803,ADY,Kongiganak,59.960800170899994,-162.880996704,AK,
1804,AKK,Koyuk,64.9394989014,-161.154006958,AK,
1805,FKU,Koyukuk,64.8760986328,-157.727005005,AK,
1806,AKL,Kulik Lake,58.9821014404,-155.121002197,AK,
1807,FKW,Kwethluk,60.790298461899994,-161.444000244,AK,
1809,LEM,Lemmon,45.9187011719,-102.106002808,D,
1810,9Z8,Levelock,59.128101348899996,-156.85899353,AK,
1811,2AK,Lime Village,61.3591003418,-155.440002441,AK,
1812,K71,Lonely,70.91069794,-153.2420044,AK,
1813,XS8,Lubbock,33.590301513672,-102.03700256348,TX,230796.0
1814,LSK,Lusk,42.753799438499996,-104.404998779,WY,
1815,LYO,Lyons,38.34280014,-98.22689819,K,
1816,N04,Madison,41.2711982727,-72.549697876,CT,233716.0
1817,AGO,Magnolia,33.22800064,-93.21700287,AR,
1818,AMB,Manokotak,58.990200042699996,-159.050003052,AK,
1819,MMS,Marks,34.2314987183,-90.28959655759999,M,
1820,MYK,May Creek,61.3357009888,-142.68699646,AK,
1821,V11,Mercury,36.94580078125,-116.03800201416,NV,
1822,AMD,Middleton Island,59.4499015808,-146.307006836,AK,
