,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,CloudCover,WindDirDegrees,DateOfDeparture,LoadFactorDomestic,PassengersDomestic,year,month,day,weekday,week,n_days,oil_stock_price,oil_stock_volume,AAL_stock_price,AAL_stock_volume,SP_stock_price,SP_stock_volume,latitude_deg,longitude_deg,state,pop2010
5090,PHX,27,18,8,5,-1,-5,71,42,13,1024,1022,1020,16,16,16,27,11,1,74,2012-01-01,79.69,1455044,2012,1,1,6,52,15340,100.89500050000001,214772.5,5.095000000000001,5801100.0,1267.3300175,3107780000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5091,PHX,26,20,14,-2,-3,-5,32,22,12,1026,1023,1022,16,16,16,34,15,0,83,2012-01-02,79.69,1455044,2012,1,2,0,1,15341,101.92749975,245126.75,5.1075,5953500.0,1272.19503825,3525745000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5092,PHX,24,18,12,2,-1,-3,43,31,18,1025,1023,1021,16,16,16,24,8,2,102,2012-01-03,79.69,1455044,2012,1,3,1,1,15342,102.959999,275481.0,5.12,6105900.0,1277.060059,3943710000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5093,PHX,26,18,9,2,-1,-5,54,33,12,1027,1024,1022,16,16,16,19,6,1,88,2012-01-04,79.69,1455044,2012,1,4,2,1,15343,103.220001,271711.0,5.03,5268700.0,1277.300049,3592580000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5094,PHX,25,18,10,1,-3,-6,48,28,13,1024,1020,1015,16,16,16,23,6,1,130,2012-01-05,79.69,1455044,2012,1,5,3,1,15344,101.809998,295615.0,5.47,8216100.0,1281.060059,4315950000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5095,PHX,23,16,8,1,-2,-4,48,34,16,1017,1015,1013,16,16,16,19,7,1,112,2012-01-06,79.69,1455044,2012,1,6,4,1,15345,101.559998,290458.0,5.6,8323000.0,1277.810059,3656830000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5096,PHX,22,15,8,1,-2,-4,56,36,18,1016,1013,1011,16,16,16,23,8,0,151,2012-01-07,79.69,1455044,2012,1,7,5,1,15346,101.47666466666666,297594.0,5.64,8225300.0,1278.7733563333334,3561753333.3333335,33.43429946899414,-112.01200103759766,AZ,1449300.0
5097,PHX,19,14,8,-2,-6,-8,45,30,15,1019,1015,1011,16,16,16,26,10,1,283,2012-01-08,79.69,1455044,2012,1,8,6,1,15347,101.39333133333332,304730.0,5.68,8127600.0,1279.7366536666666,3466676666.6666665,33.43429946899414,-112.01200103759766,AZ,1449300.0
5098,PHX,19,13,7,-2,-6,-8,35,27,18,1024,1022,1020,16,16,16,21,4,3,249,2012-01-09,79.69,1455044,2012,1,9,0,2,15348,101.309998,311866.0,5.72,8029900.0,1280.699951,3371600000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5099,PHX,19,13,6,0,-2,-4,53,37,20,1022,1019,1016,16,16,16,16,6,2,105,2012-01-10,79.69,1455044,2012,1,10,1,2,15349,102.239998,291273.0,5.72,6086500.0,1292.079956,4221960000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5100,PHX,19,13,7,1,-2,-4,58,40,22,1018,1016,1014,16,16,16,14,6,4,115,2012-01-11,79.69,1455044,2012,1,11,2,2,15350,100.870003,311641.0,5.91,6434400.0,1292.47998,3968120000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5101,PHX,18,13,7,1,-6,-14,60,35,10,1018,1016,1015,16,16,16,16,4,5,357,2012-01-12,79.69,1455044,2012,1,12,3,2,15351,99.099998,370509.0,6.05,16413400.0,1295.5,4019890000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5102,PHX,21,12,3,-8,-12,-17,42,25,7,1023,1021,1018,16,16,16,24,7,0,53,2012-01-13,79.69,1455044,2012,1,13,4,2,15352,98.699997,335624.0,5.97,6242000.0,1289.089966,3692370000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5103,PHX,22,14,6,-4,-9,-14,35,23,10,1023,1020,1018,16,16,16,29,8,5,99,2012-01-14,79.69,1455044,2012,1,14,5,2,15353,99.20249749999999,337189.75,5.9475,5666850.0,1290.2349855,3771900000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5104,PHX,17,14,12,3,-2,-6,47,35,23,1020,1018,1016,16,16,16,13,6,7,114,2012-01-15,79.69,1455044,2012,1,15,6,2,15354,99.70499799999999,338755.5,5.925,5091700.0,1291.380005,3851430000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5105,PHX,19,15,11,9,5,3,83,60,37,1019,1017,1015,16,16,16,23,9,5,169,2012-01-16,79.69,1455044,2012,1,16,0,3,15355,100.2074985,340321.25,5.9025,4516550.0,1292.5250245,3930960000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5106,PHX,21,14,8,6,3,1,76,53,29,1024,1022,1019,16,16,16,14,7,2,103,2012-01-17,79.69,1455044,2012,1,17,1,3,15356,100.709999,341887.0,5.88,3941400.0,1293.670044,4010490000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5107,PHX,19,13,7,2,1,-3,70,46,22,1026,1023,1020,16,16,16,16,4,2,85,2012-01-18,79.69,1455044,2012,1,18,2,3,15357,100.589996,269387.0,6.04,4910900.0,1308.040039,4096160000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5108,PHX,21,14,7,2,0,-2,70,47,23,1020,1017,1014,16,16,16,19,7,1,113,2012-01-19,79.69,1455044,2012,1,19,3,3,15358,100.389999,120170.0,6.26,4455600.0,1314.5,4465890000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5109,PHX,22,14,6,1,-2,-4,60,39,18,1017,1015,1014,16,16,16,16,7,2,103,2012-01-20,79.69,1455044,2012,1,20,4,3,15359,98.459999,304986.0,6.37,9818500.0,1315.380005,3912620000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5110,PHX,22,16,9,2,-1,-6,54,37,20,1015,1012,1007,16,16,13,50,16,4,146,2012-01-21,79.69,1455044,2012,1,21,5,3,15360,98.83333333333333,282977.3333333333,6.333333333333333,8045766.666666667,1315.58667,3865383333.3333335,33.43429946899414,-112.01200103759766,AZ,1449300.0
5111,PHX,17,12,7,-3,-4,-7,45,32,19,1020,1018,1014,16,16,10,26,5,4,283,2012-01-22,79.69,1455044,2012,1,22,6,3,15361,99.20666766666668,260968.66666666666,6.296666666666667,6273033.333333334,1315.793335,3818146666.6666665,33.43429946899414,-112.01200103759766,AZ,1449300.0
5112,PHX,17,12,6,2,-3,-4,57,40,23,1019,1015,1010,16,16,16,29,9,6,78,2012-01-23,79.69,1455044,2012,1,23,0,4,15362,99.58000200000001,238960.0,6.26,4500300.0,1316.0,3770910000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5113,PHX,19,14,8,4,1,-7,76,48,20,1020,1015,1011,16,16,16,23,10,3,272,2012-01-24,79.69,1455044,2012,1,24,1,4,15363,98.949997,242477.0,6.41,5945700.0,1314.650024,3693560000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5114,PHX,22,14,7,-3,-6,-8,42,28,14,1022,1021,1019,16,16,16,16,4,1,267,2012-01-25,79.69,1455044,2012,1,25,2,4,15364,99.400002,322794.0,7.52,31771200.0,1326.060059,4410910000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5115,PHX,23,16,7,-1,-3,-5,53,35,16,1021,1018,1014,16,16,16,16,7,1,106,2012-01-26,79.69,1455044,2012,1,26,3,4,15365,99.699997,260744.0,7.85,17160200.0,1318.430054,4522070000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5116,PHX,21,14,8,1,-1,-2,52,37,23,1017,1015,1014,16,16,16,14,8,5,108,2012-01-27,79.69,1455044,2012,1,27,4,4,15366,99.559998,253456.0,8.18,10372800.0,1316.329956,4007380000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5117,PHX,25,17,8,-2,-8,-12,38,20,11,1022,1020,1017,16,16,16,24,9,3,247,2012-01-28,79.69,1455044,2012,1,28,5,4,15367,99.29999833333333,240913.66666666666,8.293333333333333,11140233.333333334,1315.2233073333334,3891256666.6666665,33.43429946899414,-112.01200103759766,AZ,1449300.0
5118,PHX,26,17,8,-4,-8,-13,34,19,10,1024,1021,1017,16,16,16,32,6,5,62,2012-01-29,79.69,1455044,2012,1,29,6,4,15368,99.03999866666666,228371.33333333334,8.406666666666666,11907666.666666666,1314.1166586666666,3775133333.3333335,33.43429946899414,-112.01200103759766,AZ,1449300.0
5119,PHX,23,16,9,-2,-4,-6,39,27,14,1017,1015,1013,16,16,16,16,6,3,104,2012-01-30,79.69,1455044,2012,1,30,0,5,15369,98.779999,215829.0,8.52,12675100.0,1313.01001,3659010000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5120,PHX,24,17,10,-2,-3,-6,41,28,14,1019,1016,1014,16,16,16,16,7,4,107,2012-01-31,79.69,1455044,2012,1,31,1,5,15370,98.480003,373891.0,8.44,8566500.0,1312.410034,4235550000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5121,PHX,24,16,8,-2,-3,-5,46,31,15,1021,1017,1013,16,16,16,14,6,4,112,2012-02-01,80.83,1419277,2012,2,1,2,5,15371,97.610001,293554.0,8.9,10240100.0,1324.089966,4504360000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5122,PHX,20,14,7,-1,-3,-7,49,33,17,1014,1012,1009,16,16,16,35,14,2,299,2012-02-02,80.83,1419277,2012,2,2,3,5,15372,96.360001,331240.0,9.12,9256500.0,1325.540039,4120920000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5123,PHX,20,14,7,0,-3,-5,58,39,20,1018,1015,1013,16,16,16,19,6,1,167,2012-02-03,80.83,1419277,2012,2,3,4,5,15373,97.839996,318638.0,9.64,14608000.0,1344.900024,4608550000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5124,PHX,21,14,7,-1,-4,-6,50,33,16,1018,1016,1014,16,16,16,14,4,2,281,2012-02-04,80.83,1419277,2012,2,4,5,5,15374,97.52999866666667,298330.3333333333,9.476666666666667,12719600.0,1344.7100013333334,4198933333.3333335,33.43429946899414,-112.01200103759766,AZ,1449300.0
5125,PHX,22,14,6,-3,-4,-4,49,33,17,1018,1016,1013,16,16,16,16,7,2,147,2012-02-05,80.83,1419277,2012,2,5,6,5,15375,97.22000133333333,278022.6666666667,9.313333333333334,10831200.0,1344.5199786666667,3789316666.6666665,33.43429946899414,-112.01200103759766,AZ,1449300.0
5126,PHX,20,14,8,-1,-3,-5,50,35,19,1017,1015,1014,16,16,16,16,6,6,99,2012-02-06,80.83,1419277,2012,2,6,0,6,15376,96.910004,257715.0,9.15,8942800.0,1344.329956,3379700000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5127,PHX,23,17,10,-2,-5,-7,41,28,14,1017,1014,1011,16,16,16,29,11,6,72,2012-02-07,80.83,1419277,2012,2,7,1,6,15377,98.410004,415728.0,9.24,5481200.0,1347.050049,3742460000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5128,PHX,24,18,12,1,-1,-3,43,31,19,1019,1016,1013,16,16,16,14,5,6,304,2012-02-08,80.83,1419277,2012,2,8,2,6,15378,98.709999,364737.0,9.1,6540500.0,1349.959961,4096730000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5129,PHX,26,19,12,2,0,-2,47,33,18,1020,1018,1016,16,16,16,23,6,1,158,2012-02-09,80.83,1419277,2012,2,9,3,6,15379,99.839996,295425.0,8.96,11884400.0,1351.949951,4209890000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5130,PHX,27,19,11,1,-1,-3,46,31,15,1021,1017,1015,16,16,16,14,7,1,117,2012-02-10,80.83,1419277,2012,2,10,4,6,15380,98.66999799999999,307564.0,8.85,8493600.0,1342.640015,3877580000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5131,PHX,27,19,12,0,-2,-4,45,29,13,1014,1011,1007,16,16,16,16,9,2,133,2012-02-11,80.83,1419277,2012,2,11,5,6,15381,99.41666666666666,294396.6666666667,8.959999999999999,8266500.0,1345.68335,3791066666.6666665,33.43429946899414,-112.01200103759766,AZ,1449300.0
5132,PHX,21,16,12,2,0,-3,43,34,24,1012,1010,1008,16,16,16,32,10,3,270,2012-02-12,80.83,1419277,2012,2,12,6,6,15382,100.16333533333334,281229.3333333333,9.07,8039400.0,1348.7266849999999,3704553333.3333335,33.43429946899414,-112.01200103759766,AZ,1449300.0
5133,PHX,20,14,9,4,1,-1,56,42,28,1015,1012,1009,16,16,16,26,9,4,138,2012-02-13,80.83,1419277,2012,2,13,0,7,15383,100.910004,268062.0,9.18,7812300.0,1351.77002,3618040000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5134,PHX,16,12,8,4,1,-3,71,50,28,1016,1011,1008,16,16,16,34,12,5,215,2012-02-14,80.83,1419277,2012,2,14,1,7,15384,100.739998,314286.0,9.0,7077500.0,1350.5,3889520000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5135,PHX,18,12,6,4,1,-3,83,54,24,1019,1015,1012,16,16,16,23,11,3,110,2012-02-15,80.83,1419277,2012,2,15,2,7,15385,101.800003,278272.0,8.89,5205200.0,1343.22998,4080340000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5136,PHX,21,14,7,3,-1,-4,58,39,19,1016,1013,1012,16,16,16,24,9,4,104,2012-02-16,80.83,1419277,2012,2,16,3,7,15386,102.309998,197307.0,9.1,6667600.0,1358.040039,4108880000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5137,PHX,21,15,9,4,2,-2,71,47,22,1019,1016,1014,16,16,16,24,8,2,254,2012-02-17,80.83,1419277,2012,2,17,4,7,15387,103.239998,134499.0,8.9,4650500.0,1361.22998,3717640000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5138,PHX,21,14,7,5,1,-5,71,45,19,1020,1017,1014,16,16,16,16,8,1,100,2012-02-18,80.83,1419277,2012,2,18,5,7,15388,103.88999749999999,179934.0,8.6475,7321575.0,1361.4749752500002,3737030000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5139,PHX,20,14,8,1,-1,-2,56,40,24,1014,1011,1009,16,16,16,32,10,4,186,2012-02-19,80.83,1419277,2012,2,19,6,7,15389,104.539997,225369.0,8.395,9992650.0,1361.7199705,3756420000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5140,PHX,21,15,8,1,-2,-5,53,35,17,1019,1016,1014,16,16,16,19,5,3,113,2012-02-20,80.83,1419277,2012,2,20,0,8,15390,105.1899965,270804.0,8.1425,12663725.0,1361.96496575,3775810000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5141,PHX,24,16,7,-2,-6,-12,49,29,9,1020,1017,1016,16,16,16,16,6,1,243,2012-02-21,80.83,1419277,2012,2,21,1,8,15391,105.839996,316239.0,7.89,15334800.0,1362.209961,3795200000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5142,PHX,25,17,8,-4,-7,-11,39,24,9,1019,1015,1011,16,16,16,14,5,3,108,2012-02-22,80.83,1419277,2012,2,22,2,8,15392,106.279999,241329.0,7.7,5383700.0,1357.660034,3633710000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5143,PHX,26,18,10,-1,-3,-6,39,27,14,1011,1009,1007,16,16,16,19,9,3,114,2012-02-23,80.83,1419277,2012,2,23,3,8,15393,107.83000200000001,325662.0,7.26,12913600.0,1363.459961,3786450000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5144,PHX,27,19,10,-1,-5,-11,44,26,8,1017,1015,1011,16,16,16,13,4,0,182,2012-02-24,80.83,1419277,2012,2,24,4,8,15394,109.769997,267713.0,6.99,8365000.0,1365.73999,3505360000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5145,PHX,26,19,11,-3,-5,-8,35,23,10,1017,1014,1010,16,16,16,19,9,0,109,2012-02-25,80.83,1419277,2012,2,25,5,8,15395,109.366664,271007.6666666667,6.993333333333333,8396066.666666666,1366.3566486666666,3553203333.3333335,33.43429946899414,-112.01200103759766,AZ,1449300.0
5146,PHX,27,19,10,-2,-4,-6,36,24,12,1012,1010,1007,16,16,16,19,8,1,112,2012-02-26,80.83,1419277,2012,2,26,6,8,15396,108.963331,274302.3333333333,6.996666666666667,8427133.333333334,1366.9733073333334,3601046666.6666665,33.43429946899414,-112.01200103759766,AZ,1449300.0
5147,PHX,26,19,12,3,-2,-6,38,25,12,1010,1008,1005,16,16,14,48,23,1,161,2012-02-27,80.83,1419277,2012,2,27,0,9,15397,108.559998,277597.0,7.0,8458200.0,1367.589966,3648890000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5148,PHX,18,14,9,5,-2,-4,50,38,25,1022,1019,1012,16,16,16,47,11,4,265,2012-02-28,80.83,1419277,2012,2,28,1,9,15398,106.550003,278723.0,7.41,12759000.0,1372.180054,3579120000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5149,PHX,21,14,7,-2,-3,-6,53,36,18,1022,1020,1017,16,16,16,16,5,1,105,2012-02-29,80.83,1419277,2012,2,29,2,9,15399,107.07,353125.0,7.41,10447500.0,1365.680054,4482370000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5150,PHX,22,15,8,0,-3,-4,46,32,18,1017,1014,1010,16,16,16,26,9,1,86,2012-03-01,86.49,1727195,2012,3,1,3,9,15400,108.839996,389838.0,7.41,7718600.0,1374.089966,3919240000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5151,PHX,20,16,11,0,-13,-22,41,23,5,1023,1017,1011,16,16,16,42,17,0,335,2012-03-02,86.49,1727195,2012,3,2,4,9,15401,106.699997,299664.0,7.63,7752700.0,1369.630005,3283490000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5152,PHX,22,14,7,-8,-14,-18,20,14,7,1026,1024,1021,16,16,16,21,7,0,337,2012-03-03,86.49,1727195,2012,3,3,5,9,15402,106.706665,278926.0,7.416666666666667,10355833.333333334,1367.863322,3332153333.3333335,33.43429946899414,-112.01200103759766,AZ,1449300.0
5153,PHX,27,18,8,-3,-7,-11,30,20,9,1022,1018,1014,16,16,16,16,4,0,337,2012-03-04,86.49,1727195,2012,3,4,6,9,15403,106.71333299999999,258188.0,7.203333333333333,12958966.666666668,1366.096639,3380816666.6666665,33.43429946899414,-112.01200103759766,AZ,1449300.0
5154,PHX,29,21,11,-2,-5,-8,35,22,8,1018,1014,1012,16,16,16,16,5,5,105,2012-03-05,86.49,1727195,2012,3,5,0,10,15404,106.720001,237450.0,6.99,15562100.0,1364.329956,3429480000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5155,PHX,30,21,12,-2,-6,-11,35,21,7,1011,1006,1000,16,16,16,42,17,3,134,2012-03-06,86.49,1727195,2012,3,6,1,10,15405,104.699997,332561.0,6.88,7993300.0,1343.359985,4191060000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5156,PHX,21,15,9,-1,-9,-13,32,22,12,1016,1011,1001,16,16,16,40,20,2,270,2012-03-07,86.49,1727195,2012,3,7,2,10,15406,106.160004,333242.0,6.91,5773500.0,1352.630005,3580380000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5157,PHX,22,15,7,-3,-6,-7,40,28,16,1024,1021,1017,16,16,16,21,8,1,252,2012-03-08,86.49,1727195,2012,3,8,3,10,15407,106.58000200000001,279597.0,6.96,5180700.0,1365.910034,3543060000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5158,PHX,25,18,11,-3,-6,-9,38,25,12,1024,1021,1016,16,16,16,29,11,2,108,2012-03-09,86.49,1727195,2012,3,9,4,10,15408,107.400002,292694.0,7.03,4508100.0,1370.869995,3639470000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5159,PHX,23,18,12,-2,-4,-5,35,26,17,1018,1015,1013,16,16,16,26,12,2,111,2012-03-10,86.49,1727195,2012,3,10,5,10,15409,107.04666666666667,273371.6666666667,6.983333333333333,4766200.0,1370.9433186666668,3453603333.3333335,33.43429946899414,-112.01200103759766,AZ,1449300.0
5160,PHX,27,19,11,-3,-4,-7,41,26,11,1016,1014,1011,16,16,16,21,9,3,111,2012-03-11,86.49,1727195,2012,3,11,6,10,15410,106.69333133333333,254049.33333333334,6.9366666666666665,5024300.0,1371.0166423333333,3267736666.6666665,33.43429946899414,-112.01200103759766,AZ,1449300.0
5161,PHX,28,20,11,-4,-9,-16,32,19,5,1016,1013,1011,16,16,14,19,7,0,110,2012-03-12,86.49,1727195,2012,3,12,0,11,15411,106.339996,234727.0,6.89,5282400.0,1371.089966,3081870000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5162,PHX,29,21,11,-7,-12,-17,26,15,4,1015,1013,1011,16,16,6,19,9,1,113,2012-03-13,86.49,1727195,2012,3,13,1,11,15412,106.709999,282350.0,6.96,5909600.0,1395.949951,4386470000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5163,PHX,28,19,11,-6,-10,-13,24,15,6,1017,1015,1013,16,16,16,16,8,1,76,2012-03-14,86.49,1727195,2012,3,14,2,11,15413,105.43,283510.0,7.09,6384900.0,1394.280029,4502280000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5164,PHX,29,21,12,-6,-8,-12,26,16,6,1017,1014,1012,16,16,16,16,6,0,105,2012-03-15,86.49,1727195,2012,3,15,3,11,15414,105.110001,371039.0,7.58,13550500.0,1402.599976,4271650000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5165,PHX,31,22,13,-3,-7,-8,24,16,8,1014,1011,1007,16,16,16,14,7,1,104,2012-03-16,86.49,1727195,2012,3,16,4,11,15415,107.059998,192992.0,7.15,6904300.0,1404.170044,5163950000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5166,PHX,27,21,14,6,-2,-8,44,29,14,1007,1005,1003,16,16,13,40,20,6,152,2012-03-17,86.49,1727195,2012,3,17,5,11,15416,107.40333066666666,165445.66666666666,7.163333333333334,6032466.666666667,1406.0300293333332,4753490000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5167,PHX,18,12,6,8,4,2,93,69,44,1012,1008,1002,16,15,8,66,20,7,227,2012-03-18,86.49,1727195,2012,3,18,6,11,15417,107.74666333333333,137899.33333333334,7.176666666666667,5160633.333333333,1407.8900146666667,4343030000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5168,PHX,14,11,7,3,-1,-4,71,51,30,1015,1012,1010,16,16,16,29,10,5,248,2012-03-19,86.49,1727195,2012,3,19,0,12,15418,108.089996,110353.0,7.19,4288800.0,1409.75,3932570000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5169,PHX,19,12,6,2,-2,-4,76,49,22,1020,1017,1015,16,16,16,26,6,0,243,2012-03-20,86.49,1727195,2012,3,20,1,12,15419,105.610001,329535.0,7.68,9516200.0,1405.52002,3695280000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5170,PHX,24,17,9,2,0,-4,61,40,18,1018,1015,1011,16,16,16,23,7,1,98,2012-03-21,86.49,1727195,2012,3,21,2,12,15420,107.269997,252603.0,7.63,6737500.0,1402.890015,3573590000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5171,PHX,29,21,12,4,2,-1,59,37,15,1013,1011,1008,16,16,16,16,8,0,111,2012-03-22,86.49,1727195,2012,3,22,3,12,15421,105.349998,295474.0,7.33,6687200.0,1392.780029,3740590000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5172,PHX,31,23,14,4,1,-3,47,30,12,1015,1012,1010,16,16,16,19,9,0,106,2012-03-23,86.49,1727195,2012,3,23,4,12,15422,106.870003,260269.0,7.55,4937700.0,1397.109985,3472950000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5173,PHX,31,23,15,3,-1,-4,42,27,11,1013,1011,1009,16,16,16,21,8,4,122,2012-03-24,86.49,1727195,2012,3,24,5,12,15423,106.923335,227604.66666666666,7.61,5343033.333333333,1403.57666,3507616666.6666665,33.43429946899414,-112.01200103759766,AZ,1449300.0
5174,PHX,29,23,16,4,1,-4,42,27,11,1011,1009,1007,16,16,16,37,13,6,157,2012-03-25,86.49,1727195,2012,3,25,6,12,15424,106.976667,194940.33333333334,7.67,5748366.666666667,1410.043335,3542283333.3333335,33.43429946899414,-112.01200103759766,AZ,1449300.0
5175,PHX,23,19,14,7,3,-2,57,38,19,1017,1014,1011,16,16,16,26,7,1,295,2012-03-26,86.49,1727195,2012,3,26,0,13,15425,107.029999,162276.0,7.73,6153700.0,1416.51001,3576950000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5176,PHX,28,21,13,3,1,-2,51,33,15,1017,1013,1011,16,16,16,21,8,0,182,2012-03-27,86.49,1727195,2012,3,27,1,13,15426,107.33000200000001,209036.0,7.56,4731600.0,1412.52002,3513640000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5177,PHX,30,22,14,2,-2,-8,43,26,9,1015,1012,1009,16,16,16,23,8,1,83,2012-03-28,86.49,1727195,2012,3,28,2,13,15427,105.410004,309064.0,7.79,8890700.0,1405.540039,3892800000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5178,PHX,30,23,16,0,-2,-7,35,22,9,1014,1011,1009,16,16,16,19,7,3,109,2012-03-29,86.49,1727195,2012,3,29,3,13,15428,102.779999,319988.0,7.89,6150300.0,1403.280029,3832000000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5179,PHX,32,24,16,2,-1,-3,34,23,11,1013,1011,1009,16,16,16,16,7,3,106,2012-03-30,86.49,1727195,2012,3,30,4,13,15429,103.019997,244155.0,7.59,6739200.0,1408.469971,3676890000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5180,PHX,34,26,17,3,0,-4,34,22,10,1012,1009,1006,16,16,16,34,13,1,140,2012-03-31,86.49,1727195,2012,3,31,5,13,15430,103.75666566666666,255469.0,7.55,6944500.0,1411.993327,3641930000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5181,PHX,25,21,17,4,-3,-11,37,24,10,1009,1008,1006,16,16,16,40,20,0,274,2012-04-01,85.46,1576916,2012,4,1,6,13,15431,104.49333433333334,266783.0,7.51,7149800.0,1415.516683,3606970000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5182,PHX,23,19,14,-6,-11,-16,24,15,6,1010,1009,1007,16,16,16,40,16,1,293,2012-04-02,85.46,1576916,2012,4,2,0,14,15432,105.230003,278097.0,7.47,7355100.0,1419.040039,3572010000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5183,PHX,27,19,11,-5,-8,-10,26,18,9,1014,1012,1010,16,16,16,26,7,1,219,2012-04-03,85.46,1576916,2012,4,3,1,14,15433,104.010002,245541.0,7.74,6951000.0,1413.380005,3822090000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5184,PHX,28,21,14,-3,-6,-9,30,20,9,1013,1011,1008,16,16,16,16,8,4,114,2012-04-04,85.46,1576916,2012,4,4,2,14,15434,101.470001,300729.0,7.86,8786400.0,1398.959961,3938290000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
5185,PHX,31,23,15,-2,-5,-10,29,18,6,1010,1008,1005,16,16,16,35,14,5,178,2012-04-05,85.46,1576916,2012,4,5,3,14,15435,103.309998,242903.0,7.78,4947900.0,1398.079956,3303740000.0,33.43429946899414,-112.01200103759766,AZ,1449300.0
