,Date,Airport,Total,Flights,Booths,Mean per flight
10251,2013-01-13,IAH,13247.0,110.0,374.0,120.43
10252,2013-01-13,JFK,33300.0,172.0,1223.0,193.6
10253,2013-01-13,LAS,2259.0,17.0,105.0,132.88
10254,2013-01-13,LAX,24988.0,113.0,1083.0,221.13
10255,2013-01-13,MCO,3405.0,24.0,122.0,141.88
10256,2013-01-13,MIA,27894.0,187.0,986.0,149.17
10257,2013-01-13,MSP,2345.0,17.0,88.0,137.94
10258,2013-01-13,ORD,12509.0,71.0,390.0,176.18
10259,2013-01-13,PHL,4397.0,27.0,156.0,162.85
10260,2013-01-13,PHX,2662.0,22.0,70.0,121.0
10261,2013-01-13,SEA,3770.0,23.0,158.0,163.91
10262,2013-01-13,SFO,11798.0,45.0,354.0,262.18
10263,2013-01-13,LGA,14154.0,98.0,424.0,144.43
10264,2013-01-14,ATL,10707.0,68.0,524.0,157.46
10265,2013-01-14,BOS,2912.0,20.0,174.0,145.6
10266,2013-01-14,CLT,2358.0,15.0,42.0,157.2
10267,2013-01-14,DEN,1166.0,11.0,51.0,106.0
10268,2013-01-14,DFW,7090.0,62.0,238.0,114.35
10269,2013-01-14,DTW,3742.0,20.0,161.0,187.1
10270,2013-01-14,EWR,12004.0,90.0,398.0,133.38
10271,2013-01-14,IAH,10739.0,108.0,318.0,99.44
10272,2013-01-14,JFK,31425.0,171.0,1345.0,183.77
10273,2013-01-14,LAS,1646.0,10.0,41.0,164.6
10274,2013-01-14,LAX,19721.0,93.0,973.0,212.05
10275,2013-01-14,MCO,3006.0,20.0,146.0,150.3
10276,2013-01-14,MIA,25767.0,183.0,894.0,140.8
10277,2013-01-14,MSP,1606.0,13.0,60.0,123.54
10278,2013-01-14,ORD,10507.0,61.0,381.0,172.25
10279,2013-01-14,PHL,2803.0,20.0,133.0,140.15
10280,2013-01-14,PHX,2186.0,18.0,55.0,121.44
10281,2013-01-14,SEA,2682.0,21.0,95.0,127.71
10282,2013-01-14,SFO,11016.0,48.0,349.0,229.5
10283,2013-01-14,LGA,12004.0,90.0,398.0,133.38
10284,2013-01-15,ATL,9391.0,62.0,535.0,151.47
10285,2013-01-15,BOS,2941.0,20.0,155.0,147.05
10286,2013-01-15,CLT,2122.0,14.0,54.0,151.57
10287,2013-01-15,DEN,1038.0,12.0,31.0,86.5
10288,2013-01-15,DFW,6452.0,56.0,221.0,115.21
10289,2013-01-15,DTW,3075.0,16.0,154.0,192.19
10290,2013-01-15,EWR,10740.0,84.0,340.0,127.86
10291,2013-01-15,IAH,9146.0,92.0,295.0,99.41
10292,2013-01-15,JFK,28403.0,161.0,1266.0,176.42
10293,2013-01-15,LAS,1005.0,7.0,41.0,143.57
10294,2013-01-15,LAX,19980.0,93.0,948.0,214.84
10295,2013-01-15,MCO,3041.0,22.0,143.0,138.23
10296,2013-01-15,MIA,24804.0,180.0,882.0,137.8
10297,2013-01-15,MSP,1237.0,9.0,68.0,137.44
10298,2013-01-15,ORD,9134.0,55.0,356.0,166.07
10299,2013-01-15,PHL,2381.0,19.0,78.0,125.32
10300,2013-01-15,PHX,1212.0,14.0,42.0,86.57
10301,2013-01-15,SEA,2865.0,19.0,115.0,150.79
10302,2013-01-15,SFO,9701.0,40.0,342.0,242.53
10303,2013-01-15,LGA,10740.0,84.0,340.0,127.86
10304,2013-01-16,ATL,9123.0,61.0,573.0,149.56
10305,2013-01-16,BOS,2199.0,17.0,153.0,129.35
10306,2013-01-16,CLT,1807.0,13.0,74.0,139.0
10307,2013-01-16,DEN,875.0,10.0,38.0,87.5
10308,2013-01-16,DFW,6510.0,60.0,188.0,108.5
10309,2013-01-16,DTW,3612.0,19.0,154.0,190.11
10310,2013-01-16,EWR,9586.0,75.0,406.0,127.81
10311,2013-01-16,IAH,9160.0,94.0,273.0,97.45
10312,2013-01-16,JFK,26508.0,154.0,1201.0,172.13
10313,2013-01-16,LAS,1320.0,9.0,38.0,146.67
10314,2013-01-16,LAX,19886.0,98.0,1015.0,202.92
10315,2013-01-16,MCO,3028.0,21.0,143.0,144.19
10316,2013-01-16,MIA,24483.0,179.0,885.0,136.78
10317,2013-01-16,MSP,1689.0,15.0,74.0,112.6
10318,2013-01-16,ORD,9432.0,60.0,348.0,157.2
10319,2013-01-16,PHL,2144.0,19.0,99.0,112.84
10320,2013-01-16,PHX,1684.0,16.0,58.0,105.25
10321,2013-01-16,SEA,3314.0,23.0,111.0,144.09
10322,2013-01-16,SFO,9990.0,45.0,365.0,222.0
10323,2013-01-16,LGA,9586.0,75.0,406.0,127.81
10324,2013-01-17,ATL,8908.0,65.0,610.0,137.05
10325,2013-01-17,BOS,2659.0,20.0,119.0,132.95
10326,2013-01-17,CLT,2061.0,16.0,74.0,128.81
10327,2013-01-17,DEN,1113.0,14.0,45.0,79.5
10328,2013-01-17,DFW,6256.0,62.0,178.0,100.9
10329,2013-01-17,DTW,3241.0,18.0,143.0,180.06
10330,2013-01-17,EWR,10664.0,84.0,422.0,126.95
10331,2013-01-17,IAH,9501.0,107.0,296.0,88.79
10332,2013-01-17,JFK,28811.0,165.0,1215.0,174.61
10333,2013-01-17,LAS,1998.0,15.0,70.0,133.2
10334,2013-01-17,LAX,21659.0,104.0,982.0,208.26
10335,2013-01-17,MCO,3112.0,22.0,166.0,141.45
10336,2013-01-17,MIA,26318.0,186.0,852.0,141.49
10337,2013-01-17,MSP,1461.0,13.0,61.0,112.38
10338,2013-01-17,ORD,8189.0,56.0,370.0,146.23
10339,2013-01-17,PHL,2125.0,22.0,130.0,96.59
10340,2013-01-17,PHX,1528.0,17.0,62.0,89.88
10341,2013-01-17,SEA,2507.0,21.0,108.0,119.38
10342,2013-01-17,SFO,9677.0,42.0,379.0,230.4
10343,2013-01-17,LGA,10664.0,84.0,422.0,126.95
10344,2013-01-18,ATL,10036.0,67.0,593.0,149.79
10345,2013-01-18,BOS,2767.0,20.0,148.0,138.35
10346,2013-01-18,CLT,2185.0,15.0,67.0,145.67
10347,2013-01-18,DEN,1045.0,10.0,46.0,104.5
10348,2013-01-18,DFW,6152.0,61.0,183.0,100.85
10349,2013-01-18,DTW,3274.0,16.0,154.0,204.63
10350,2013-01-18,EWR,10771.0,83.0,383.0,129.77
10351,2013-01-18,IAH,9943.0,108.0,301.0,92.06
10352,2013-01-18,JFK,27239.0,155.0,1118.0,175.74
10353,2013-01-18,LAS,1147.0,9.0,61.0,127.44
10354,2013-01-18,LAX,18471.0,95.0,887.0,194.43
10355,2013-01-18,MCO,3986.0,26.0,147.0,153.31
10356,2013-01-18,MIA,26846.0,187.0,879.0,143.56
10357,2013-01-18,MSP,2135.0,17.0,84.0,125.59
10358,2013-01-18,ORD,9368.0,62.0,344.0,151.1
10359,2013-01-18,PHL,2826.0,22.0,121.0,128.45
10360,2013-01-18,PHX,1975.0,19.0,74.0,103.95
10361,2013-01-18,SEA,2858.0,21.0,141.0,136.1
10362,2013-01-18,SFO,10884.0,48.0,369.0,226.75
10363,2013-01-18,LGA,10771.0,83.0,383.0,129.77
10364,2013-01-19,ATL,12011.0,76.0,675.0,158.04
10365,2013-01-19,BOS,4839.0,34.0,179.0,142.32
10366,2013-01-19,CLT,4317.0,31.0,85.0,139.26
10367,2013-01-19,DEN,2098.0,19.0,57.0,110.42
10368,2013-01-19,DFW,8066.0,73.0,230.0,110.49
10369,2013-01-19,DTW,4411.0,24.0,163.0,183.79
10370,2013-01-19,EWR,13462.0,98.0,426.0,137.37
10371,2013-01-19,IAH,11531.0,110.0,311.0,104.83
10372,2013-01-19,JFK,31770.0,178.0,1239.0,178.48
10373,2013-01-19,LAS,1096.0,7.0,36.0,156.57
10374,2013-01-19,LAX,21387.0,109.0,930.0,196.21
10375,2013-01-19,MCO,4327.0,29.0,155.0,149.21
10376,2013-01-19,MIA,29126.0,201.0,890.0,144.91
10377,2013-01-19,MSP,3424.0,26.0,106.0,131.69
10378,2013-01-19,ORD,11187.0,68.0,327.0,164.51
10379,2013-01-19,PHL,4235.0,32.0,169.0,132.34
10380,2013-01-19,PHX,2519.0,22.0,86.0,114.5
10381,2013-01-19,SEA,3242.0,23.0,149.0,140.96
10382,2013-01-19,SFO,11331.0,50.0,391.0,226.62
10383,2013-01-19,LGA,13462.0,98.0,426.0,137.37
10384,2013-01-20,ATL,10263.0,67.0,579.0,153.18
10385,2013-01-20,BOS,2668.0,18.0,128.0,148.22
10386,2013-01-20,CLT,2975.0,20.0,74.0,148.75
10387,2013-01-20,DEN,1969.0,18.0,88.0,109.39
10388,2013-01-20,DFW,7771.0,68.0,228.0,114.28
10389,2013-01-20,DTW,3542.0,18.0,136.0,196.78
10390,2013-01-20,EWR,12675.0,93.0,403.0,136.29
10391,2013-01-20,IAH,11644.0,105.0,323.0,110.9
10392,2013-01-20,JFK,29309.0,156.0,1082.0,187.88
10393,2013-01-20,LAS,1905.0,15.0,83.0,127.0
10394,2013-01-20,LAX,22439.0,110.0,1002.0,203.99
10395,2013-01-20,MCO,3112.0,25.0,163.0,124.48
10396,2013-01-20,MIA,25523.0,183.0,897.0,139.47
10397,2013-01-20,MSP,2375.0,17.0,73.0,139.71
10398,2013-01-20,ORD,11667.0,68.0,366.0,171.57
10399,2013-01-20,PHL,3590.0,26.0,160.0,138.08
10400,2013-01-20,PHX,2123.0,22.0,98.0,96.5
10401,2013-01-20,SEA,2977.0,19.0,135.0,156.68
10402,2013-01-20,SFO,10621.0,45.0,375.0,236.02
10403,2013-01-20,LGA,12675.0,93.0,403.0,136.29
10404,2013-01-21,ATL,11119.0,70.0,581.0,158.84
10405,2013-01-21,BOS,3367.0,22.0,160.0,153.05
10406,2013-01-21,CLT,2426.0,15.0,54.0,161.73
10407,2013-01-21,DEN,1182.0,10.0,47.0,118.2
10408,2013-01-21,DFW,7200.0,63.0,204.0,114.29
10409,2013-01-21,DTW,3429.0,17.0,157.0,201.71
10410,2013-01-21,EWR,13236.0,92.0,444.0,143.87
10411,2013-01-21,IAH,10321.0,103.0,302.0,100.2
10412,2013-01-21,JFK,32017.0,163.0,1319.0,196.42
10413,2013-01-21,LAS,1554.0,10.0,72.0,155.4
10414,2013-01-21,LAX,18266.0,91.0,851.0,200.73
10415,2013-01-21,MCO,2942.0,21.0,122.0,140.1
10416,2013-01-21,MIA,25216.0,184.0,894.0,137.04
10417,2013-01-21,MSP,2135.0,16.0,77.0,133.44
10418,2013-01-21,ORD,10500.0,63.0,346.0,166.67
10419,2013-01-21,PHL,3261.0,23.0,150.0,141.78
10420,2013-01-21,PHX,2086.0,18.0,74.0,115.89
10421,2013-01-21,SEA,2775.0,19.0,108.0,146.05
10422,2013-01-21,SFO,11346.0,46.0,378.0,246.65
10423,2013-01-21,LGA,13236.0,92.0,444.0,143.87
10424,2013-01-22,ATL,9225.0,64.0,489.0,144.14
10425,2013-01-22,BOS,2437.0,18.0,105.0,135.39
10426,2013-01-22,CLT,2382.0,15.0,42.0,158.8
10427,2013-01-22,DEN,1076.0,12.0,46.0,89.67
10428,2013-01-22,DFW,6128.0,59.0,204.0,103.86
10429,2013-01-22,DTW,2780.0,16.0,169.0,173.75
10430,2013-01-22,EWR,10276.0,82.0,383.0,125.32
10431,2013-01-22,IAH,9071.0,91.0,266.0,99.68
10432,2013-01-22,JFK,27990.0,156.0,1167.0,179.42
10433,2013-01-22,LAS,781.0,6.0,29.0,130.17
10434,2013-01-22,LAX,18447.0,89.0,956.0,207.27
10435,2013-01-22,MCO,2912.0,25.0,143.0,116.48
10436,2013-01-22,MIA,23402.0,179.0,821.0,130.74
10437,2013-01-22,MSP,1578.0,11.0,69.0,143.45
10438,2013-01-22,ORD,8077.0,52.0,297.0,155.33
10439,2013-01-22,PHL,2439.0,19.0,98.0,128.37
10440,2013-01-22,PHX,1259.0,14.0,44.0,89.93
10441,2013-01-22,SEA,2392.0,17.0,101.0,140.71
10442,2013-01-22,SFO,8798.0,41.0,355.0,214.59
10443,2013-01-22,LGA,10276.0,82.0,383.0,125.32
10444,2013-01-23,ATL,8657.0,63.0,477.0,137.41
10445,2013-01-23,BOS,2302.0,19.0,149.0,121.16
10446,2013-01-23,CLT,2130.0,14.0,70.0,152.14
10447,2013-01-23,DEN,934.0,9.0,32.0,103.78
10448,2013-01-23,DFW,5802.0,59.0,178.0,98.34
10449,2013-01-23,DTW,3320.0,18.0,146.0,184.44
10450,2013-01-23,EWR,9261.0,75.0,363.0,123.48
10451,2013-01-23,IAH,8126.0,93.0,258.0,87.38
10452,2013-01-23,JFK,25400.0,146.0,1077.0,173.97
10453,2013-01-23,LAS,1206.0,9.0,39.0,134.0
10454,2013-01-23,LAX,17243.0,90.0,874.0,191.59
10455,2013-01-23,MCO,2835.0,22.0,155.0,128.86
10456,2013-01-23,MIA,22833.0,177.0,863.0,129.0
10457,2013-01-23,MSP,1938.0,16.0,68.0,121.13
10458,2013-01-23,ORD,8415.0,57.0,304.0,147.63
10459,2013-01-23,PHL,2267.0,18.0,81.0,125.94
10460,2013-01-23,PHX,1423.0,16.0,80.0,88.94
10461,2013-01-23,SEA,3364.0,23.0,135.0,146.26
10462,2013-01-23,SFO,9434.0,45.0,355.0,209.64
10463,2013-01-23,LGA,9261.0,75.0,363.0,123.48
10464,2013-01-24,ATL,8249.0,63.0,448.0,130.94
10465,2013-01-24,BOS,2157.0,19.0,128.0,113.53
10466,2013-01-24,CLT,1916.0,14.0,67.0,136.86
10467,2013-01-24,DEN,1078.0,14.0,43.0,77.0
10468,2013-01-24,DFW,5644.0,61.0,178.0,92.52
10469,2013-01-24,DTW,2953.0,18.0,139.0,164.06
10470,2013-01-24,EWR,10819.0,85.0,366.0,127.28
10471,2013-01-24,IAH,8388.0,107.0,261.0,78.39
10472,2013-01-24,JFK,27589.0,155.0,1097.0,177.99
10473,2013-01-24,LAS,2102.0,14.0,81.0,150.14
10474,2013-01-24,LAX,18486.0,97.0,960.0,190.58
10475,2013-01-24,MCO,2908.0,21.0,139.0,138.48
10476,2013-01-24,MIA,24658.0,181.0,887.0,136.23
10477,2013-01-24,MSP,1560.0,13.0,72.0,120.0
10478,2013-01-24,ORD,7608.0,53.0,280.0,143.55
10479,2013-01-24,PHL,2293.0,21.0,115.0,109.19
10480,2013-01-24,PHX,1444.0,17.0,85.0,84.94
10481,2013-01-24,SEA,2415.0,19.0,99.0,127.11
10482,2013-01-24,SFO,8724.0,43.0,321.0,202.88
10483,2013-01-24,LGA,10819.0,85.0,366.0,127.28
10484,2013-01-25,ATL,10465.0,68.0,523.0,153.9
10485,2013-01-25,BOS,2873.0,22.0,139.0,130.59
10486,2013-01-25,CLT,2252.0,15.0,80.0,150.13
10487,2013-01-25,DEN,1073.0,10.0,41.0,107.3
10488,2013-01-25,DFW,6783.0,64.0,184.0,105.98
10489,2013-01-25,DTW,3581.0,17.0,148.0,210.65
10490,2013-01-25,EWR,11134.0,87.0,384.0,127.98
10491,2013-01-25,IAH,10277.0,110.0,288.0,93.43
10492,2013-01-25,JFK,27361.0,165.0,1104.0,165.82
10493,2013-01-25,LAS,1394.0,9.0,42.0,154.89
10494,2013-01-25,LAX,18109.0,93.0,889.0,194.72
10495,2013-01-25,MCO,3777.0,26.0,158.0,145.27
10496,2013-01-25,MIA,28120.0,195.0,968.0,144.21
10497,2013-01-25,MSP,2439.0,18.0,104.0,135.5
10498,2013-01-25,ORD,9469.0,62.0,290.0,152.73
10499,2013-01-25,PHL,3015.0,24.0,133.0,125.63
10500,2013-01-25,PHX,1787.0,18.0,70.0,99.28
10501,2013-01-25,SEA,2989.0,21.0,125.0,142.33
10502,2013-01-25,SFO,10142.0,47.0,345.0,215.79
10503,2013-01-25,LGA,11134.0,87.0,384.0,127.98
10504,2013-01-26,ATL,12284.0,77.0,547.0,159.53
10505,2013-01-26,BOS,4368.0,32.0,171.0,136.5
10506,2013-01-26,CLT,4482.0,31.0,92.0,144.58
10507,2013-01-26,DEN,2403.0,19.0,57.0,126.47
10508,2013-01-26,DFW,8439.0,75.0,215.0,112.52
10509,2013-01-26,DTW,4462.0,24.0,173.0,185.92
10510,2013-01-26,EWR,13361.0,96.0,389.0,139.18
10511,2013-01-26,IAH,11823.0,109.0,314.0,108.47
10512,2013-01-26,JFK,30970.0,170.0,1121.0,182.18
10513,2013-01-26,LAS,1122.0,7.0,42.0,160.29
10514,2013-01-26,LAX,20551.0,104.0,935.0,197.61
10515,2013-01-26,MCO,4318.0,29.0,180.0,148.9
10516,2013-01-26,MIA,28355.0,197.0,981.0,143.93
10517,2013-01-26,MSP,3763.0,28.0,101.0,134.39
10518,2013-01-26,ORD,10888.0,71.0,338.0,153.35
10519,2013-01-26,PHL,4314.0,30.0,166.0,143.8
10520,2013-01-26,PHX,2467.0,22.0,67.0,112.14
10521,2013-01-26,SEA,3383.0,23.0,139.0,147.09
10522,2013-01-26,SFO,11222.0,48.0,360.0,233.79
10523,2013-01-26,LGA,13361.0,96.0,389.0,139.18
10524,2013-01-27,ATL,10795.0,70.0,602.0,154.21
10525,2013-01-27,BOS,2837.0,20.0,151.0,141.85
10526,2013-01-27,CLT,3097.0,20.0,80.0,154.85
10527,2013-01-27,DEN,2071.0,19.0,64.0,109.0
10528,2013-01-27,DFW,8244.0,68.0,229.0,121.24
10529,2013-01-27,DTW,3870.0,19.0,170.0,203.68
10530,2013-01-27,EWR,13080.0,100.0,417.0,130.8
10531,2013-01-27,IAH,11541.0,112.0,316.0,103.04
10532,2013-01-27,JFK,30333.0,164.0,1175.0,184.96
10533,2013-01-27,LAS,2246.0,15.0,88.0,149.73
10534,2013-01-27,LAX,20788.0,102.0,964.0,203.8
10535,2013-01-27,MCO,2978.0,25.0,163.0,119.12
10536,2013-01-27,MIA,25764.0,188.0,869.0,137.04
10537,2013-01-27,MSP,2721.0,19.0,83.0,143.21
10538,2013-01-27,ORD,10664.0,67.0,322.0,159.16
10539,2013-01-27,PHL,4273.0,30.0,170.0,142.43
10540,2013-01-27,PHX,2295.0,22.0,75.0,104.32
10541,2013-01-27,SEA,3090.0,21.0,152.0,147.14
10542,2013-01-27,SFO,10819.0,46.0,367.0,235.2
10543,2013-01-27,LGA,13080.0,100.0,417.0,130.8
10544,2013-01-28,ATL,10154.0,65.0,525.0,156.22
10545,2013-01-28,BOS,2305.0,18.0,133.0,128.06
10546,2013-01-28,CLT,2195.0,15.0,52.0,146.33
10547,2013-01-28,DEN,1131.0,10.0,35.0,113.1
10548,2013-01-28,DFW,6528.0,64.0,195.0,102.0
10549,2013-01-28,DTW,3204.0,18.0,166.0,178.0
10550,2013-01-28,EWR,11328.0,90.0,356.0,125.87
10551,2013-01-28,IAH,9335.0,106.0,275.0,88.07
10552,2013-01-28,JFK,27108.0,161.0,1071.0,168.37
10553,2013-01-28,LAS,1384.0,9.0,46.0,153.78
10554,2013-01-28,LAX,16994.0,90.0,823.0,188.82
10555,2013-01-28,MCO,2883.0,21.0,122.0,137.29
10556,2013-01-28,MIA,22391.0,177.0,799.0,126.5
10557,2013-01-28,MSP,2054.0,15.0,74.0,136.93
10558,2013-01-28,ORD,9038.0,62.0,320.0,145.77
10559,2013-01-28,PHL,2478.0,19.0,96.0,130.42
10560,2013-01-28,PHX,2050.0,18.0,63.0,113.89
10561,2013-01-28,SEA,2888.0,20.0,95.0,144.4
10562,2013-01-28,SFO,10019.0,47.0,356.0,213.17
10563,2013-01-28,LGA,11328.0,90.0,356.0,125.87
10564,2013-01-29,ATL,8554.0,63.0,530.0,135.78
10565,2013-01-29,BOS,1664.0,18.0,119.0,92.44
10566,2013-01-29,CLT,1835.0,15.0,50.0,122.33
10567,2013-01-29,DEN,908.0,10.0,26.0,90.8
10568,2013-01-29,DFW,5251.0,58.0,178.0,90.53
10569,2013-01-29,DTW,2387.0,15.0,129.0,159.13
10570,2013-01-29,EWR,8440.0,79.0,323.0,106.84
10571,2013-01-29,IAH,7517.0,92.0,243.0,81.71
10572,2013-01-29,JFK,23300.0,150.0,1088.0,155.33
10573,2013-01-29,LAS,761.0,6.0,36.0,126.83
10574,2013-01-29,LAX,17109.0,92.0,876.0,185.97
10575,2013-01-29,MCO,2612.0,21.0,105.0,124.38
10576,2013-01-29,MIA,20756.0,171.0,808.0,121.38
10577,2013-01-29,MSP,1553.0,10.0,75.0,155.3
10578,2013-01-29,ORD,6592.0,51.0,335.0,129.25
10579,2013-01-29,PHL,2015.0,19.0,87.0,106.05
10580,2013-01-29,PHX,1119.0,14.0,49.0,79.93
10581,2013-01-29,SEA,2309.0,19.0,100.0,121.53
10582,2013-01-29,SFO,8019.0,41.0,281.0,195.59
10583,2013-01-29,LGA,8440.0,79.0,323.0,106.84
10584,2013-01-30,ATL,8715.0,64.0,399.0,136.17
10585,2013-01-30,BOS,2046.0,18.0,144.0,113.67
10586,2013-01-30,CLT,1797.0,14.0,46.0,128.36
10587,2013-01-30,DEN,960.0,8.0,34.0,120.0
10588,2013-01-30,DFW,5845.0,58.0,189.0,100.78
10589,2013-01-30,DTW,3093.0,18.0,145.0,171.83
10590,2013-01-30,EWR,8793.0,75.0,364.0,117.24
10591,2013-01-30,IAH,7841.0,93.0,233.0,84.31
10592,2013-01-30,JFK,21784.0,142.0,1102.0,153.41
10593,2013-01-30,LAS,1276.0,9.0,50.0,141.78
10594,2013-01-30,LAX,16258.0,89.0,844.0,182.67
10595,2013-01-30,MCO,2507.0,20.0,136.0,125.35
10596,2013-01-30,MIA,21286.0,174.0,798.0,122.33
10597,2013-01-30,MSP,1753.0,14.0,79.0,125.21
10598,2013-01-30,ORD,7976.0,56.0,299.0,142.43
10599,2013-01-30,PHL,1777.0,18.0,93.0,98.72
10600,2013-01-30,PHX,1508.0,16.0,62.0,94.25
10601,2013-01-30,SEA,3354.0,23.0,118.0,145.83
10602,2013-01-30,SFO,9550.0,50.0,352.0,191.0
10603,2013-01-30,LGA,8793.0,75.0,364.0,117.24
10604,2013-01-31,ATL,9342.0,64.0,467.0,145.97
10605,2013-01-31,BOS,2150.0,20.0,111.0,107.5
10606,2013-01-31,CLT,2010.0,15.0,69.0,134.0
10607,2013-01-31,DEN,1183.0,14.0,42.0,84.5
10608,2013-01-31,DFW,6377.0,62.0,190.0,102.85
10609,2013-01-31,DTW,3181.0,19.0,154.0,167.42
10610,2013-01-31,EWR,10042.0,77.0,349.0,130.42
10611,2013-01-31,IAH,9693.0,107.0,276.0,90.59
10612,2013-01-31,JFK,25656.0,159.0,1118.0,161.36
10613,2013-01-31,LAS,2518.0,18.0,87.0,139.89
10614,2013-01-31,LAX,18895.0,98.0,916.0,192.81
10615,2013-01-31,MCO,3308.0,24.0,164.0,137.83
10616,2013-01-31,MIA,25293.0,182.0,891.0,138.97
10617,2013-01-31,MSP,1895.0,16.0,75.0,118.44
10618,2013-01-31,ORD,7153.0,52.0,278.0,137.56
10619,2013-01-31,PHL,2628.0,20.0,78.0,131.4
10620,2013-01-31,PHX,2010.0,18.0,79.0,111.67
10621,2013-01-31,SEA,2645.0,21.0,80.0,125.95
10622,2013-01-31,SFO,9702.0,45.0,304.0,215.6
10623,2013-01-31,LGA,10042.0,77.0,349.0,130.42
10624,2013-02-01,ATL,10700.0,69.0,515.0,155.07
10625,2013-02-01,BOS,2783.0,22.0,130.0,126.5
10626,2013-02-01,CLT,2440.0,15.0,60.0,162.67
10627,2013-02-01,DEN,1095.0,10.0,35.0,109.5
10628,2013-02-01,DFW,7431.0,64.0,202.0,116.11
10629,2013-02-01,DTW,3616.0,17.0,151.0,212.71
10630,2013-02-01,EWR,11722.0,88.0,337.0,133.2
10631,2013-02-01,IAH,10534.0,110.0,284.0,95.76
10632,2013-02-01,JFK,26373.0,165.0,1013.0,159.84
10633,2013-02-01,LAS,2230.0,15.0,87.0,148.67
10634,2013-02-01,LAX,20066.0,92.0,913.0,218.11
10635,2013-02-01,MCO,4058.0,25.0,149.0,162.32
10636,2013-02-01,MIA,26421.0,187.0,885.0,141.29
10637,2013-02-01,MSP,2285.0,18.0,73.0,126.94
10638,2013-02-01,ORD,9812.0,61.0,305.0,160.85
10639,2013-02-01,PHL,3626.0,24.0,158.0,151.08
10640,2013-02-01,PHX,1952.0,18.0,71.0,108.44
10641,2013-02-01,SEA,3465.0,22.0,116.0,157.5
10642,2013-02-01,SFO,11578.0,54.0,395.0,214.41
10643,2013-02-01,LGA,11722.0,88.0,337.0,133.2
10644,2013-02-02,ATL,11960.0,76.0,602.0,157.37
10645,2013-02-02,BOS,4078.0,31.0,160.0,131.55
10646,2013-02-02,CLT,4506.0,31.0,80.0,145.35
10647,2013-02-02,DEN,2426.0,19.0,71.0,127.68
10648,2013-02-02,DFW,8799.0,74.0,233.0,118.91
10649,2013-02-02,DTW,4433.0,23.0,145.0,192.74
10650,2013-02-02,EWR,13528.0,96.0,430.0,140.92
10651,2013-02-02,IAH,11935.0,111.0,314.0,107.52
10652,2013-02-02,JFK,28623.0,166.0,1059.0,172.43
10653,2013-02-02,LAS,1367.0,9.0,34.0,151.89
10654,2013-02-02,LAX,21862.0,106.0,977.0,206.25
10655,2013-02-02,MCO,4981.0,31.0,188.0,160.68
10656,2013-02-02,MIA,27202.0,187.0,893.0,145.47
10657,2013-02-02,MSP,3967.0,29.0,101.0,136.79
10658,2013-02-02,ORD,11344.0,69.0,331.0,164.41
10659,2013-02-02,PHL,4649.0,31.0,158.0,149.97
10660,2013-02-02,PHX,2638.0,22.0,76.0,119.91
10661,2013-02-02,SEA,3873.0,24.0,120.0,161.38
10662,2013-02-02,SFO,11546.0,51.0,370.0,226.39
10663,2013-02-02,LGA,13528.0,96.0,430.0,140.92
10664,2013-02-03,ATL,9885.0,68.0,557.0,145.37
10665,2013-02-03,BOS,2661.0,20.0,143.0,133.05
10666,2013-02-03,CLT,3059.0,22.0,72.0,139.05
10667,2013-02-03,DEN,1941.0,18.0,55.0,107.83
10668,2013-02-03,DFW,7571.0,69.0,221.0,109.72
10669,2013-02-03,DTW,3798.0,20.0,188.0,189.9
10670,2013-02-03,EWR,11942.0,94.0,361.0,127.04
10671,2013-02-03,IAH,10710.0,111.0,318.0,96.49
10672,2013-02-03,JFK,28019.0,170.0,1119.0,164.82
10673,2013-02-03,LAS,2157.0,14.0,64.0,154.07
10674,2013-02-03,LAX,22005.0,107.0,965.0,205.65
10675,2013-02-03,MCO,3040.0,24.0,130.0,126.67
10676,2013-02-03,MIA,24282.0,179.0,844.0,135.65
10677,2013-02-03,MSP,2597.0,19.0,82.0,136.68
10678,2013-02-03,ORD,10375.0,68.0,321.0,152.57
10679,2013-02-03,PHL,3583.0,28.0,157.0,127.96
10680,2013-02-03,PHX,1894.0,20.0,76.0,94.7
10681,2013-02-03,SEA,3266.0,21.0,124.0,155.52
10682,2013-02-03,SFO,10645.0,47.0,378.0,226.49
10683,2013-02-03,LGA,11942.0,94.0,361.0,127.04
10684,2013-02-04,ATL,9451.0,69.0,486.0,136.97
10685,2013-02-04,BOS,2176.0,20.0,167.0,108.8
10686,2013-02-04,CLT,2019.0,15.0,51.0,134.6
10687,2013-02-04,DEN,1120.0,11.0,34.0,101.82
10688,2013-02-04,DFW,6301.0,65.0,206.0,96.94
10689,2013-02-04,DTW,3051.0,19.0,143.0,160.58
10690,2013-02-04,EWR,10381.0,91.0,357.0,114.08
10691,2013-02-04,IAH,8607.0,105.0,270.0,81.97
10692,2013-02-04,JFK,25360.0,160.0,1082.0,158.5
10693,2013-02-04,LAS,2158.0,18.0,88.0,119.89
10694,2013-02-04,LAX,17919.0,91.0,896.0,196.91
10695,2013-02-04,MCO,2883.0,22.0,112.0,131.05
10696,2013-02-04,MIA,22589.0,180.0,841.0,125.49
10697,2013-02-04,MSP,2019.0,16.0,85.0,126.19
10698,2013-02-04,ORD,8921.0,64.0,335.0,139.39
10699,2013-02-04,PHL,2644.0,22.0,108.0,120.18
10700,2013-02-04,PHX,1939.0,18.0,55.0,107.72
